t,mean,sd_across_runs,n_runs_used,ci95_low,ci95_high
5000.0,259.9917448194157,0.25991016769666553,5,0.0,582.7128428154689
6000.0,143.41947709017793,0.16735437793191713,5,0.0,351.2173831100264
7000.0,140.23465548745264,0.15970295771108484,5,0.0,338.5320684839653
8000.0,6.570146997770378,0.0016466049208166838,5,4.525616948327137,8.614677047213618
9000.0,5.917694685500896,0.0011501269090088658,5,4.489623509219208,7.345765861782583
10000.0,5.062893809388485,0.000554502906070849,5,4.374387514020947,5.751400104756023
11000.0,5.042678277044117,0.0006042090856771587,5,4.292453607971174,5.79290294611706
12000.0,4.606258283808284,0.000778009023167715,5,3.6402324894632527,5.572284078153316
13000.0,4.404234756616224,0.00043819633648912564,5,3.8601421414528927,4.948327371779554
14000.0,4.54602549149283,0.0007635049349154182,5,3.598008901357445,5.494042081628214
15000.0,4.668243190366184,0.0007762095216293743,5,3.704451772296022,5.632034608436346
16000.0,4.835400451311561,0.0005741097254884376,5,4.122549074153921,5.548251828469202
17000.0,4.699093889450813,0.0005632024240699315,5,3.9997857157820884,5.398402063119537
18000.0,5.108712095446929,0.0015464923048207338,5,3.1884882770518597,7.028935913841999
19000.0,4.604859429989362,0.0017308721264526067,5,2.4556978250787633,6.75402103489996
20000.0,4.719642758778751,0.001571222704553516,5,2.7687120933742975,6.670573424183205
21000.0,4.720624892780252,0.001541991041301357,5,2.8059901312436195,6.635259654316885
22000.0,4.462733127818446,0.0011222184334324344,5,3.0693149009047622,5.8561513547321296
23000.0,4.61468892493072,0.0011202934308870583,5,3.22366090437408,6.005716945487359
24000.0,4.1387891246834965,0.00047015950826423153,5,3.555008989858614,4.722569259508379
25000.0,42.47200424341986,0.0849387248237549,5,0.0,147.93736091041288
26000.0,34.67838788474347,0.06804826128756718,5,0.0,119.17146406587872
27000.0,40.27911062554653,0.0797805078561143,5,0.0,139.3396949888964
28000.0,4.465606224934881,0.0005523794946224613,5,3.7797364931161797,5.151475956753583
29000.0,4.367447267870992,0.0007609427128032814,5,3.4226120966876503,5.312282439054335
30000.0,4.1032840649395546,0.0006366993045966538,5,3.312717460740515,4.893850669138593
31000.0,3.9398427919161314,0.0002788432102916534,5,3.5936132165534236,4.286072367278839
32000.0,4.031789782414789,0.0005106404720008271,5,3.3977458923055828,4.665833672523994
33000.0,4.061261286722064,0.0004497641944271221,5,3.5028052788207873,4.6197172946233405
34000.0,5.116926243249868,0.001862653065403113,5,2.804136990794937,7.429715495704799
35000.0,5.150044905540149,0.002237919880858639,5,2.3713003586135146,7.928789452466785
36000.0,5.102388008578829,0.001750057761167293,5,2.929404291760316,7.275371725397342
37000.0,4.066525544169785,0.0002042297049675799,5,3.8129408721477644,4.320110216191806
38000.0,3.9154890823418818,0.0003553468544731704,5,3.474267686267593,4.356710478416171
39000.0,3.8646304633911117,0.0005333337421163018,5,3.2024091567780077,4.526851770004216
40000.0,4.0853546104133,0.0005203570308652586,5,3.439246018975702,4.7314632018508975
41000.0,3.9972860476226058,0.0002205187955723357,5,3.72347579823318,4.271096297012031
42000.0,3.7948024093285664,0.0002884343308073148,5,3.4366638849191284,4.152940933738005
43000.0,3.770846881098375,0.00044427233538542457,5,3.2192099168523836,4.322483845344366
44000.0,3.7082121078909807,0.0005574997511915272,5,3.015984737828904,4.400439477953057
45000.0,3.815683248461215,0.0005935602764740939,5,3.0786808223994586,4.552685674522971
46000.0,4.144680248659477,0.0011207903517086958,5,2.7530352194086523,5.5363252779103025
47000.0,4.648608848755065,0.0011070593710082698,5,3.2740130838999897,6.02320461361014
48000.0,4.8864001727852555,0.001229696612226223,5,3.359530160670817,6.413270184899695
49000.0,4.158418130080034,0.0004655113745223558,5,3.5804094155812747,4.736426844578793
50000.0,3.7281585190187863,0.0005776078640252303,5,3.0109636291792814,4.445353408858292
