rep,t,mean_Ec,n_hosts_used
0,1000.0,1.0,49
0,2000.0,0.0,49
0,3000.0,0.0889007745971862,49
0,4000.0,0.20218366216236877,49
0,5000.0,0.12235915741535629,49
0,6000.0,0.12647996725048585,49
0,7000.0,0.14505199731743193,49
0,8000.0,0.21107912534121398,49
0,9000.0,0.16202212970259344,49
0,10000.0,0.06166984185885766,49
0,11000.0,0.1705695949368035,49
0,12000.0,0.19797452125442888,49
0,13000.0,0.1781646040337061,49
0,14000.0,0.15753139423758478,49
0,15000.0,0.12485233344158365,49
0,16000.0,0.16192892420973687,49
0,17000.0,0.14324885780138585,49
0,18000.0,0.08821045147678362,49
0,19000.0,0.10434119129644048,49
0,20000.0,0.15900023359500845,49
0,21000.0,0.078915927138837,49
0,22000.0,0.05080223225078863,49
0,23000.0,0.14615379088512065,49
0,24000.0,0.14990729586435086,49
0,25000.0,0.16301288593694963,49
0,26000.0,0.09667545439122267,49
0,27000.0,0.1326787853030868,49
0,28000.0,0.12310985402901721,49
0,29000.0,0.1434406992466811,49
0,30000.0,0.11896193118727261,49
0,31000.0,0.14388477724305984,49
0,32000.0,0.15286565787387627,49
0,33000.0,0.14118017653609746,49
0,34000.0,0.15467131186780955,49
0,35000.0,0.1481870841095803,49
0,36000.0,0.11637055731475521,49
0,37000.0,0.1366997401791205,49
0,38000.0,0.19687076725386995,49
0,39000.0,0.10637082055606466,49
0,40000.0,0.06476268768038283,49
0,41000.0,0.16250281797886396,49
0,42000.0,0.13537100198759203,49
0,43000.0,0.18218220452173364,49
0,44000.0,0.12898168854619316,49
0,45000.0,0.1810611870620872,49
0,46000.0,0.22878645273972054,49
0,47000.0,0.06205495142488801,49
0,48000.0,0.1884517915086541,49
0,49000.0,0.11067959849460232,49
0,50000.0,0.24796070904396836,49
1,1000.0,1.0,49
1,2000.0,0.0,49
1,3000.0,0.08086587458018411,49
1,4000.0,0.31801475987976835,49
1,5000.0,0.12730251555718433,49
1,6000.0,0.13354276856343486,49
1,7000.0,0.28785260914666594,49
1,8000.0,0.26328730966455816,49
1,9000.0,0.24623106930064642,49
1,10000.0,0.22534166183339766,49
1,11000.0,0.1597944925343147,49
1,12000.0,0.21686087526428702,49
1,13000.0,0.2562885468932957,49
1,14000.0,0.1561723209837221,49
1,15000.0,0.21663577845742993,49
1,16000.0,0.2426586218257301,49
1,17000.0,0.1820708045485439,49
1,18000.0,0.08863457851030196,49
1,19000.0,0.21336282239633655,49
1,20000.0,0.1899631894574507,49
1,21000.0,0.15607768742431663,49
1,22000.0,0.1416975936047782,49
1,23000.0,0.19267128288820126,49
1,24000.0,0.1843325585872925,49
1,25000.0,0.19402866201307728,49
1,26000.0,0.1637444941215174,49
1,27000.0,0.1292219195693231,49
1,28000.0,0.16278842587851797,49
1,29000.0,0.1605968822969713,49
1,30000.0,0.17437228623400913,49
1,31000.0,0.19780856791402365,49
1,32000.0,0.1654700907465656,49
1,33000.0,0.18006586808459546,49
1,34000.0,0.15473274249037935,49
1,35000.0,0.16580259882870735,49
1,36000.0,0.21306265089324444,49
1,37000.0,0.2281006233253316,49
1,38000.0,0.17535440660918142,49
1,39000.0,0.1630286156822045,49
1,40000.0,0.18981219240957795,49
1,41000.0,0.19615290571583263,49
1,42000.0,0.22205149421677564,49
1,43000.0,0.18681079468286865,49
1,44000.0,0.12532030968189217,49
1,45000.0,0.20840988801590865,49
1,46000.0,0.22023967625598206,49
1,47000.0,0.12442120366136472,49
1,48000.0,0.1741529479068339,49
1,49000.0,0.1561996169374059,49
1,50000.0,0.11894438333617542,49
2,1000.0,1.0,49
2,2000.0,0.0,49
2,3000.0,0.022334016852592564,49
2,4000.0,0.28194683597915365,49
2,5000.0,0.19949307975829145,49
2,6000.0,0.2446496344964624,49
2,7000.0,0.18094302801471387,49
2,8000.0,0.14946908233047962,49
2,9000.0,0.26692656946309695,49
2,10000.0,0.24616080781684954,49
2,11000.0,0.23976895059463793,49
2,12000.0,0.2900352752931843,49
2,13000.0,0.295882072147179,49
2,14000.0,0.25948489117490664,49
2,15000.0,0.2772646384464259,49
2,16000.0,0.2242419623564563,49
2,17000.0,0.24933739623266302,49
2,18000.0,0.22892587205860412,49
2,19000.0,0.2138779157833845,49
2,20000.0,0.29499084014676064,49
2,21000.0,0.2351153982048782,49
2,22000.0,0.22397145743243585,49
2,23000.0,0.24586649359307522,49
2,24000.0,0.2339104698468037,49
2,25000.0,0.06488374372995856,49
2,26000.0,0.3354693813407747,49
2,27000.0,0.26033307331746236,49
2,28000.0,0.2202120916548227,49
2,29000.0,0.21904532752513697,49
2,30000.0,0.2844906994179106,49
2,31000.0,0.2318735638439139,49
2,32000.0,0.22902229630739784,49
2,33000.0,0.2718765895929359,49
2,34000.0,0.22367162613742358,49
2,35000.0,0.18879908707815737,49
2,36000.0,0.22149107044827512,49
2,37000.0,0.238923049248341,49
2,38000.0,0.17884006001024383,49
2,39000.0,0.29164450334637493,49
2,40000.0,0.2495791060728147,49
2,41000.0,0.2656003742242062,49
2,42000.0,0.1869024853408093,49
2,43000.0,0.2324846755363325,49
2,44000.0,0.25680519689321496,49
2,45000.0,0.21794927103199865,49
2,46000.0,0.20476059704297156,49
2,47000.0,0.17075461422321478,49
2,48000.0,0.2565208866406086,49
2,49000.0,0.18015450820516124,49
2,50000.0,0.24074446975236302,49
3,1000.0,1.0,49
3,2000.0,0.0,49
3,3000.0,0.040661809103603896,49
3,4000.0,0.28035509935176856,49
3,5000.0,0.2094393888739173,49
3,6000.0,0.20715282426951695,49
3,7000.0,0.14716888202721956,49
3,8000.0,0.3138883716916245,49
3,9000.0,0.25372221137024026,49
3,10000.0,0.2638305893086523,49
3,11000.0,0.20945749946966047,49
3,12000.0,0.23254750484287248,49
3,13000.0,0.21659200802692657,49
3,14000.0,0.16574395968091293,49
3,15000.0,0.21130652119934745,49
3,16000.0,0.22797310035412519,49
3,17000.0,0.2516999486280561,49
3,18000.0,0.19809614164921963,49
3,19000.0,0.07215324257854046,49
3,20000.0,0.12355373694418884,49
3,21000.0,0.22548508982905965,49
3,22000.0,0.23164820959758928,49
3,23000.0,0.16015776101882978,49
3,24000.0,0.18393381367252176,49
3,25000.0,0.2238264982551783,49
3,26000.0,0.19823407912038388,49
3,27000.0,0.2119392786413937,49
3,28000.0,0.11287581811279469,49
3,29000.0,0.11303267653748961,49
3,30000.0,0.20954589013507674,49
3,31000.0,0.20461166501664452,49
3,32000.0,0.1347484167964489,49
3,33000.0,0.1541535680635248,49
3,34000.0,0.22874120258823383,49
3,35000.0,0.2229939050121211,49
3,36000.0,0.13226607622874798,49
3,37000.0,0.19413994848249394,49
3,38000.0,0.2062158415386165,49
3,39000.0,0.26187698394348574,49
3,40000.0,0.15106724512803085,49
3,41000.0,0.14692350149592656,49
3,42000.0,0.21044560819988498,49
3,43000.0,0.15883674838103368,49
3,44000.0,0.23272645589140914,49
3,45000.0,0.18953132772965822,49
3,46000.0,0.2204501387701882,49
3,47000.0,0.26427145261212265,49
3,48000.0,0.18721294568708927,49
3,49000.0,0.17960515636685992,49
3,50000.0,0.1871607701518491,49
4,1000.0,1.0,49
4,2000.0,0.0,49
4,3000.0,0.057580656954841616,49
4,4000.0,0.3073733732694325,49
4,5000.0,0.19806988758921923,49
4,6000.0,0.18065988399427857,49
4,7000.0,0.20767658632543018,49
4,8000.0,0.232237224381353,49
4,9000.0,0.2831492611214327,49
4,10000.0,0.19970763017030937,49
4,11000.0,0.2776194505975868,49
4,12000.0,0.20386920587537102,49
4,13000.0,0.2930788207218384,49
4,14000.0,0.25759065290023275,49
4,15000.0,0.2546036953382076,49
4,16000.0,0.1781111400792014,49
4,17000.0,0.21467966252246798,49
4,18000.0,0.25202073892563837,49
4,19000.0,0.25289015077395927,49
4,20000.0,0.18034701539926123,49
4,21000.0,0.24841934432558754,49
4,22000.0,0.2704502736056402,49
4,23000.0,0.1316915290280345,49
4,24000.0,0.2016232045666741,49
4,25000.0,0.2645187445623088,49
4,26000.0,0.17998726737595971,49
4,27000.0,0.16329713193260195,49
4,28000.0,0.23538598153709953,49
4,29000.0,0.21529286626843,49
4,30000.0,0.2348526105937824,49
4,31000.0,0.23464214660398094,49
4,32000.0,0.1551813841991191,49
4,33000.0,0.2671354082875057,49
4,34000.0,0.2340607757950998,49
4,35000.0,0.19505485056477798,49
4,36000.0,0.25404983653939867,49
4,37000.0,0.24567760519739468,49
4,38000.0,0.23222385039444712,49
4,39000.0,0.26664876621664607,49
4,40000.0,0.21405182900821784,49
4,41000.0,0.19735913579922706,49
4,42000.0,0.21642071919177586,49
4,43000.0,0.28606511595836065,49
4,44000.0,0.18778505608956367,49
4,45000.0,0.2454621772690068,49
4,46000.0,0.18260568780728667,49
4,47000.0,0.18223498004246017,49
4,48000.0,0.22367216232956236,49
4,49000.0,0.20218513578437158,49
4,50000.0,0.22176015735420357,49
