rep,t,mean_availability,n_hosts_used
3,10000.0,0.5714285714285714,49
3,11000.0,0.6326530612244898,49
3,12000.0,0.46938775510204084,49
3,13000.0,0.5510204081632653,49
3,14000.0,0.5714285714285714,49
3,15000.0,0.6530612244897959,49
3,16000.0,0.5918367346938775,49
3,17000.0,0.5306122448979592,49
3,18000.0,0.6326530612244898,49
3,19000.0,0.6122448979591837,49
3,20000.0,0.673469387755102,49
3,21000.0,0.5714285714285714,49
3,22000.0,0.6122448979591837,49
3,23000.0,0.7142857142857143,49
3,24000.0,0.6530612244897959,49
3,25000.0,0.6530612244897959,49
3,26000.0,0.4897959183673469,49
3,27000.0,0.5306122448979592,49
3,28000.0,0.6326530612244898,49
3,29000.0,0.6530612244897959,49
3,30000.0,0.673469387755102,49
3,31000.0,0.6938775510204082,49
3,32000.0,0.6938775510204082,49
3,33000.0,0.673469387755102,49
3,34000.0,0.6122448979591837,49
3,35000.0,0.673469387755102,49
3,36000.0,0.7346938775510204,49
3,37000.0,0.5918367346938775,49
3,38000.0,0.5714285714285714,49
3,39000.0,0.5306122448979592,49
3,40000.0,0.6326530612244898,49
3,41000.0,0.5918367346938775,49
3,42000.0,0.5306122448979592,49
3,43000.0,0.46938775510204084,49
3,44000.0,0.46938775510204084,49
3,45000.0,0.5510204081632653,49
3,46000.0,0.5510204081632653,49
3,47000.0,0.5306122448979592,49
3,48000.0,0.46938775510204084,49
3,49000.0,0.4489795918367347,49
3,50000.0,0.46938775510204084,49
4,5000.0,0.4897959183673469,49
4,6000.0,0.6122448979591837,49
4,7000.0,0.7959183673469388,49
4,8000.0,0.6122448979591837,49
4,9000.0,0.6530612244897959,49
4,10000.0,0.6326530612244898,49
4,11000.0,0.6326530612244898,49
4,12000.0,0.5918367346938775,49
4,13000.0,0.6122448979591837,49
4,14000.0,0.6326530612244898,49
4,15000.0,0.6530612244897959,49
4,16000.0,0.7346938775510204,49
4,17000.0,0.673469387755102,49
4,18000.0,0.5510204081632653,49
4,19000.0,0.5510204081632653,49
4,20000.0,0.6122448979591837,49
4,21000.0,0.673469387755102,49
4,22000.0,0.6122448979591837,49
4,23000.0,0.6938775510204082,49
4,24000.0,0.6938775510204082,49
4,25000.0,0.7142857142857143,49
4,26000.0,0.6530612244897959,49
4,27000.0,0.673469387755102,49
4,28000.0,0.673469387755102,49
4,29000.0,0.673469387755102,49
4,30000.0,0.6326530612244898,49
4,31000.0,0.6326530612244898,49
4,32000.0,0.6122448979591837,49
4,33000.0,0.5918367346938775,49
4,34000.0,0.6938775510204082,49
4,35000.0,0.673469387755102,49
4,36000.0,0.7551020408163265,49
4,37000.0,0.5510204081632653,49
4,38000.0,0.6122448979591837,49
4,39000.0,0.6326530612244898,49
4,40000.0,0.8163265306122449,49
4,41000.0,0.7142857142857143,49
4,42000.0,0.6530612244897959,49
4,43000.0,0.5918367346938775,49
4,44000.0,0.673469387755102,49
4,45000.0,0.7346938775510204,49
4,46000.0,0.6938775510204082,49
4,47000.0,0.6530612244897959,49
4,48000.0,0.6122448979591837,49
4,49000.0,0.6122448979591837,49
4,50000.0,0.6122448979591837,49
