rep,t,mean_availability,n_hosts_used
0,5000.0,0.2857142857142857,49
0,6000.0,0.4489795918367347,49
0,7000.0,0.5714285714285714,49
0,8000.0,0.4897959183673469,49
0,9000.0,0.42857142857142855,49
0,10000.0,0.6326530612244898,49
0,11000.0,0.6938775510204082,49
0,12000.0,0.6530612244897959,49
0,13000.0,0.5306122448979592,49
0,14000.0,0.5714285714285714,49
0,15000.0,0.6122448979591837,49
0,16000.0,0.4897959183673469,49
0,17000.0,0.5102040816326531,49
0,18000.0,0.5918367346938775,49
0,19000.0,0.6530612244897959,49
0,20000.0,0.5714285714285714,49
0,21000.0,0.6326530612244898,49
0,22000.0,0.673469387755102,49
0,23000.0,0.673469387755102,49
0,24000.0,0.46938775510204084,49
0,25000.0,0.5102040816326531,49
0,26000.0,0.5714285714285714,49
0,27000.0,0.673469387755102,49
0,28000.0,0.6122448979591837,49
0,29000.0,0.5918367346938775,49
0,30000.0,0.6326530612244898,49
0,31000.0,0.5510204081632653,49
0,32000.0,0.5510204081632653,49
0,33000.0,0.4489795918367347,49
0,34000.0,0.5714285714285714,49
0,35000.0,0.5102040816326531,49
0,36000.0,0.5714285714285714,49
0,37000.0,0.40816326530612246,49
0,38000.0,0.4489795918367347,49
0,39000.0,0.46938775510204084,49
0,40000.0,0.6530612244897959,49
0,41000.0,0.673469387755102,49
0,42000.0,0.5510204081632653,49
0,43000.0,0.5918367346938775,49
0,44000.0,0.5714285714285714,49
0,45000.0,0.6326530612244898,49
0,46000.0,0.5510204081632653,49
0,47000.0,0.673469387755102,49
0,48000.0,0.6938775510204082,49
0,49000.0,0.673469387755102,49
0,50000.0,0.5918367346938775,49
1,5000.0,0.4897959183673469,49
1,6000.0,0.7142857142857143,49
1,7000.0,0.8163265306122449,49
1,8000.0,0.46938775510204084,49
1,9000.0,0.42857142857142855,49
1,10000.0,0.6326530612244898,49
1,11000.0,0.7142857142857143,49
1,12000.0,0.6938775510204082,49
1,13000.0,0.6530612244897959,49
1,14000.0,0.6122448979591837,49
1,15000.0,0.5918367346938775,49
1,16000.0,0.5102040816326531,49
1,17000.0,0.5510204081632653,49
1,18000.0,0.6326530612244898,49
1,19000.0,0.5918367346938775,49
1,20000.0,0.6530612244897959,49
1,21000.0,0.5102040816326531,49
1,22000.0,0.5714285714285714,49
1,23000.0,0.46938775510204084,49
1,24000.0,0.6530612244897959,49
1,25000.0,0.5714285714285714,49
1,26000.0,0.6326530612244898,49
1,27000.0,0.5102040816326531,49
1,28000.0,0.5306122448979592,49
1,29000.0,0.5306122448979592,49
1,30000.0,0.5918367346938775,49
1,31000.0,0.6530612244897959,49
1,32000.0,0.6530612244897959,49
1,33000.0,0.5306122448979592,49
1,34000.0,0.6326530612244898,49
1,35000.0,0.7142857142857143,49
1,36000.0,0.6938775510204082,49
1,37000.0,0.6326530612244898,49
1,38000.0,0.4897959183673469,49
1,39000.0,0.5918367346938775,49
1,40000.0,0.5714285714285714,49
1,41000.0,0.5918367346938775,49
1,42000.0,0.6122448979591837,49
1,43000.0,0.5306122448979592,49
1,44000.0,0.5306122448979592,49
1,45000.0,0.5102040816326531,49
1,46000.0,0.5918367346938775,49
1,47000.0,0.673469387755102,49
1,48000.0,0.6122448979591837,49
1,49000.0,0.5306122448979592,49
1,50000.0,0.5714285714285714,49
2,5000.0,0.40816326530612246,49
2,6000.0,0.5306122448979592,49
2,7000.0,0.6530612244897959,49
2,8000.0,0.4897959183673469,49
2,9000.0,0.4897959183673469,49
2,10000.0,0.5510204081632653,49
2,11000.0,0.6530612244897959,49
2,12000.0,0.6122448979591837,49
2,13000.0,0.5510204081632653,49
2,14000.0,0.5510204081632653,49
2,15000.0,0.5918367346938775,49
2,16000.0,0.6530612244897959,49
2,17000.0,0.5918367346938775,49
2,18000.0,0.6326530612244898,49
2,19000.0,0.6530612244897959,49
2,20000.0,0.6326530612244898,49
2,21000.0,0.5918367346938775,49
2,22000.0,0.6122448979591837,49
2,23000.0,0.6326530612244898,49
2,24000.0,0.6326530612244898,49
2,25000.0,0.6530612244897959,49
2,26000.0,0.6122448979591837,49
2,27000.0,0.6530612244897959,49
2,28000.0,0.6326530612244898,49
2,29000.0,0.673469387755102,49
2,30000.0,0.6326530612244898,49
2,31000.0,0.6326530612244898,49
2,32000.0,0.6326530612244898,49
2,33000.0,0.7142857142857143,49
2,34000.0,0.5714285714285714,49
2,35000.0,0.5918367346938775,49
2,36000.0,0.5102040816326531,49
2,37000.0,0.6530612244897959,49
2,38000.0,0.5714285714285714,49
2,39000.0,0.5102040816326531,49
2,40000.0,0.5306122448979592,49
2,41000.0,0.6326530612244898,49
2,42000.0,0.6530612244897959,49
2,43000.0,0.5102040816326531,49
2,44000.0,0.46938775510204084,49
2,45000.0,0.5102040816326531,49
2,46000.0,0.6530612244897959,49
2,47000.0,0.6938775510204082,49
2,48000.0,0.6326530612244898,49
2,49000.0,0.6530612244897959,49
2,50000.0,0.5714285714285714,49
3,5000.0,0.40816326530612246,49
3,6000.0,0.5918367346938775,49
3,7000.0,0.7346938775510204,49
3,8000.0,0.4897959183673469,49
3,9000.0,0.5714285714285714,49
