run,type,module,name,attrname,attrvalue,vectime,vecvalue
General-0-20251229-09:11:41-20782,runattr,,,configname,General,,
General-0-20251229-09:11:41-20782,runattr,,,datetime,20251229-09:11:41,,
General-0-20251229-09:11:41-20782,runattr,,,datetimef,20251229-091141,,
General-0-20251229-09:11:41-20782,runattr,,,experiment,General,,
General-0-20251229-09:11:41-20782,runattr,,,inifile,omnetpp.ini,,
General-0-20251229-09:11:41-20782,runattr,,,iterationvars,,,
General-0-20251229-09:11:41-20782,runattr,,,iterationvarsd,,,
General-0-20251229-09:11:41-20782,runattr,,,iterationvarsf,,,
General-0-20251229-09:11:41-20782,runattr,,,measurement,,,
General-0-20251229-09:11:41-20782,runattr,,,network,src.AdhocNetwork1,,
General-0-20251229-09:11:41-20782,runattr,,,processid,20782,,
General-0-20251229-09:11:41-20782,runattr,,,repetition,0,,
General-0-20251229-09:11:41-20782,runattr,,,replication,#0,,
General-0-20251229-09:11:41-20782,runattr,,,resultdir,results,,
General-0-20251229-09:11:41-20782,runattr,,,runnumber,0,,
General-0-20251229-09:11:41-20782,runattr,,,seedset,0,,
General-0-20251229-09:11:41-20782,config,,,image-path,../../../inet4.5/images,,
General-0-20251229-09:11:41-20782,config,,,repeat,5,,
General-0-20251229-09:11:41-20782,config,,,network,src.AdhocNetwork1,,
General-0-20251229-09:11:41-20782,config,,,sim-time-limit,50s,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].ipv4.arp.typename,GlobalArp,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].numApps,3,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[0].typename,src.cluster.ClusterApp,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[0].localPort,4000,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[0].destPort,4000,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[0].helloInterval,1s,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[0].cfInterval,3s,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[0].hldTimeThreshold,1s,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[0].maxTrials,3,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[0].requestTimeout,1s,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[0].maxClusterSize,10,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[1].typename,src.tcp.RecordingTcpClientApp,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[1].delaySamplePeriod,1s,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[1].delayStaleWindow,3s,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[1].connectPort,1000,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[1].tOpen,"uniform(1s, 2s)",,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[1].tSend,"uniform(1s, 2s)",,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[1].thinkTime,"uniform(0s, 1s)",,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[1].idleInterval,"uniform(3s, 5s)",,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[1].sendBytes,200B,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[1].sendInterval,"uniform(1s, 2s)",,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[1].connectAddress,"""host["" + string((index + intuniform(1,24)) % 25) + ""]""",,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[2].typename,TcpEchoApp,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].app[2].localPort,1000,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].typename,RouterWithMetrics,,
General-0-20251229-09:11:41-20782,config,,,**.metrics.samplePeriod,0.5s,,
General-0-20251229-09:11:41-20782,config,,,**.metrics.recordPerUtility,true,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].typename,WirelessInterface,,
General-0-20251229-09:11:41-20782,config,,,*.radioMedium.typename,ApskDimensionalRadioMedium,,
General-0-20251229-09:11:41-20782,config,,,*.radioMedium.analogModel.typename,DimensionalAnalogModel,,
General-0-20251229-09:11:41-20782,config,,,*.radioMedium.backgroundNoise.power,-120dBm,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.typename,ApskDimensionalRadio,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.transmitter.power,20mW,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.transmitter.centerFrequency,2.412GHz,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.transmitter.bandwidth,20MHz,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.transmitter.energyDetection,-90dBm,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.transmitter.bitrate,6Mbps,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.transmitter.preambleDuration,16us,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.transmitter.headerLength,16b,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.receiver.sensitivity,-82dBm,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.receiver.snirThreshold,4dB,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.receiver.centerFrequency,2.412GHz,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.receiver.bandwidth,20MHz,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.receiver.energyDetection,-90dBm,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.centerFrequency,2.412GHz,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.bandwidth,20MHz,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.energyDetection,-90dBm,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].mac.typename,CsmaCaMac,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].mac.ackTimeout,300us,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].mac.useAck,true,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].mac.fullDuplex,false,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].mac.headerLength,23B,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].mobility.typename,RandomWaypointMobility,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].mobility.speed,10mps,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].mobility.waitTime,100ms,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].queue.typename,DropTailQueue,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].queue.packetCapacity,10,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].hasStatus,true,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.energyConsumer.typename,StateBasedEpEnergyConsumer,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.energyConsumer.offPowerConsumption,0mW,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.energyConsumer.sleepPowerConsumption,1mW,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.energyConsumer.switchingPowerConsumption,1mW,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.energyConsumer.receiverIdlePowerConsumption,2mW,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.energyConsumer.receiverBusyPowerConsumption,5mW,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.energyConsumer.receiverReceivingPowerConsumption,10mW,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.energyConsumer.transmitterIdlePowerConsumption,2mW,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].wlan[0].radio.energyConsumer.transmitterTransmittingPowerConsumption,100mW,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].energyStorage.typename,SimpleEpEnergyStorage,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].energyStorage.nominalCapacity,2J,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].energyStorage.initialCapacity,2J,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].energyManagement.typename,SimpleEpEnergyManagement,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].energyManagement.nodeStartCapacity,0.0001J,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].energyManagement.nodeShutdownCapacity,0.0001J,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].**.bitrate,6Mbps,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].forwarding,true,,
General-0-20251229-09:11:41-20782,config,,,*.host[*].mobility.constraintAreaMinX,0m,,
