rep,host,t,delay_sec
0,0,5000.0,0.003059215971
0,0,6000.0,0.003059215971
0,0,7000.0,0.003059215971
0,0,8000.0,
0,0,9000.0,0.002398876101
0,0,10000.0,0.002398876101
0,0,11000.0,0.002398876101
0,0,12000.0,
0,0,13000.0,
0,0,14000.0,0.002098581095
0,0,15000.0,0.002098581095
0,0,16000.0,0.002098581095
0,0,17000.0,
0,0,18000.0,0.002658419305
0,0,19000.0,0.002658419305
0,0,20000.0,0.002658419305
0,0,21000.0,
0,0,22000.0,0.002398359304
0,0,23000.0,0.002398359304
0,0,24000.0,0.002398359304
0,0,25000.0,
0,0,26000.0,
0,0,27000.0,0.002878430515
0,0,28000.0,0.002878430515
0,0,29000.0,0.002878430515
0,0,30000.0,
0,0,31000.0,
0,0,32000.0,0.002778640917
0,0,33000.0,0.002778640917
0,0,34000.0,0.002778640917
0,0,35000.0,0.002298881272
0,0,36000.0,0.002298881272
0,0,37000.0,0.002298881272
0,0,38000.0,
0,0,39000.0,0.002299161248
0,0,40000.0,0.002299161248
0,0,41000.0,0.002299161248
0,0,42000.0,0.002639441615
0,0,43000.0,0.002639441615
0,0,44000.0,0.002639441615
0,0,45000.0,
0,0,46000.0,
0,0,47000.0,0.003099917696
0,0,48000.0,0.003099917696
0,0,49000.0,0.003099917696
0,0,50000.0,
0,1,5000.0,0.00190599845
0,1,6000.0,0.00190599845
0,1,7000.0,0.00190599845
0,1,8000.0,0.001985174503
0,1,9000.0,0.001985174503
0,1,10000.0,0.001985174503
0,1,11000.0,
0,1,12000.0,0.00214422557
0,1,13000.0,0.00214422557
0,1,14000.0,0.00214422557
0,1,15000.0,
0,1,16000.0,
0,1,17000.0,0.00252319532
0,1,18000.0,0.00252319532
0,1,19000.0,0.00252319532
0,1,20000.0,
0,1,21000.0,
0,1,22000.0,0.002602244104
0,1,23000.0,0.002602244104
0,1,24000.0,0.002602244104
0,1,25000.0,
0,1,26000.0,0.002781678713
0,1,27000.0,0.002781678713
0,1,28000.0,0.002781678713
0,1,29000.0,0.004909769106
0,1,30000.0,0.004909769106
0,1,31000.0,0.004909769106
0,1,32000.0,
0,1,33000.0,0.00336123388
0,1,34000.0,0.00336123388
0,1,35000.0,0.00336123388
0,1,36000.0,
0,1,37000.0,
0,1,38000.0,0.003170625818
0,1,39000.0,0.003170625818
0,1,40000.0,0.003170625818
0,1,41000.0,0.003690574143
0,1,42000.0,0.003690574143
0,1,43000.0,0.003690574143
0,1,44000.0,
0,1,45000.0,0.002022215034
0,1,46000.0,0.002022215034
