rep,t,mean_rlReward,n_hosts_used
0,5000.0,-0.16120950499422423,24
0,6000.0,-0.2938024203657013,24
0,7000.0,-0.25592974833773824,24
0,8000.0,-0.2247202377746957,24
0,9000.0,-0.24577635710176962,24
0,10000.0,-0.225184956345013,24
0,11000.0,-0.22949209295768566,24
0,12000.0,0.1503087879478275,24
0,13000.0,0.16154525517410015,24
0,14000.0,0.11461545214236933,24
0,15000.0,0.18670952203072588,24
0,16000.0,0.19688779016820976,24
0,17000.0,0.17092230886190338,24
0,18000.0,0.17489922848144038,24
0,19000.0,0.13728303464104955,24
0,20000.0,0.13026193892813137,24
0,21000.0,0.19228377626567983,24
0,22000.0,0.21607199616086134,24
0,23000.0,0.20005228785553367,24
0,24000.0,0.18670685870306736,24
0,25000.0,0.15810462573525538,24
0,26000.0,0.11220388445748468,24
0,27000.0,0.19875612124329925,24
0,28000.0,0.16874886113852702,24
0,29000.0,0.18524105749860018,24
0,30000.0,0.183238139031351,24
0,31000.0,0.17088292674500996,24
0,32000.0,0.1972433990817659,24
0,33000.0,0.22495263262161855,24
0,34000.0,0.2500145933143743,24
0,35000.0,0.23371441491363684,24
0,36000.0,0.23226637199724645,24
0,37000.0,0.22122959215296348,24
0,38000.0,0.20025381253790822,24
0,39000.0,0.2348918832546554,24
0,40000.0,0.22870287660094013,24
0,41000.0,0.1266375261404956,24
0,42000.0,0.2779859072337968,24
0,43000.0,0.21866267077092338,24
0,44000.0,0.18689428220625834,24
0,45000.0,0.18236689025379518,24
0,46000.0,0.2010961978659118,24
0,47000.0,0.09479361536716786,24
0,48000.0,-0.020634504562753744,24
0,49000.0,-0.07584005752218505,24
0,50000.0,-0.13505950022705374,24
1,5000.0,0.07734370750477783,24
1,6000.0,-0.1234367087968915,24
1,7000.0,-0.0614950714408355,24
1,8000.0,-0.03969569608027803,24
1,9000.0,-0.09334857242196176,24
1,10000.0,-0.03896864426243626,24
1,11000.0,-0.037589795564886334,24
1,12000.0,0.099453158616146,24
1,13000.0,0.11573435332072905,24
1,14000.0,0.10276615662487175,24
1,15000.0,0.140763082630532,24
1,16000.0,0.1461073213422923,24
1,17000.0,0.11576456636611919,24
1,18000.0,0.12294622478281712,24
1,19000.0,0.17372357049441578,24
1,20000.0,0.1267227809486663,24
1,21000.0,0.13858587763947725,24
1,22000.0,0.12848893707325057,24
1,23000.0,0.14348400862228797,24
1,24000.0,0.16371665818997017,24
1,25000.0,0.12475711092932655,24
1,26000.0,0.10176523550493645,24
1,27000.0,0.145940096865259,24
1,28000.0,0.1526892637353562,24
1,29000.0,0.10778190030614694,24
1,30000.0,-0.03073920002280829,24
1,31000.0,0.027330585564367293,24
1,32000.0,0.1215549357869903,24
1,33000.0,0.10322437807166167,24
1,34000.0,0.124854987179923,24
