run,type,module,name,attrname,attrvalue,vectime,vecvalue
General-3-20251226-14:47:15-91861,runattr,,,configname,General,,
General-3-20251226-14:47:15-91861,runattr,,,datetime,20251226-14:47:15,,
General-3-20251226-14:47:15-91861,runattr,,,datetimef,20251226-144715,,
General-3-20251226-14:47:15-91861,runattr,,,experiment,General,,
General-3-20251226-14:47:15-91861,runattr,,,inifile,omnetpp.ini,,
General-3-20251226-14:47:15-91861,runattr,,,iterationvars,,,
General-3-20251226-14:47:15-91861,runattr,,,iterationvarsd,,,
General-3-20251226-14:47:15-91861,runattr,,,iterationvarsf,,,
General-3-20251226-14:47:15-91861,runattr,,,measurement,,,
General-3-20251226-14:47:15-91861,runattr,,,network,src.AdhocNetwork1,,
General-3-20251226-14:47:15-91861,runattr,,,processid,91861,,
General-3-20251226-14:47:15-91861,runattr,,,repetition,3,,
General-3-20251226-14:47:15-91861,runattr,,,replication,#3,,
General-3-20251226-14:47:15-91861,runattr,,,resultdir,results,,
General-3-20251226-14:47:15-91861,runattr,,,runnumber,3,,
General-3-20251226-14:47:15-91861,runattr,,,seedset,3,,
General-3-20251226-14:47:15-91861,config,,,image-path,../../../inet4.5/images,,
General-3-20251226-14:47:15-91861,config,,,repeat,5,,
General-3-20251226-14:47:15-91861,config,,,network,src.AdhocNetwork1,,
General-3-20251226-14:47:15-91861,config,,,sim-time-limit,50s,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].ipv4.arp.typename,GlobalArp,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].numApps,3,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[0].typename,src.cluster.ClusterApp,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[0].localPort,4000,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[0].destPort,4000,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[0].helloInterval,1s,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[0].cfInterval,3s,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[0].hldTimeThreshold,1s,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[0].maxTrials,3,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[0].requestTimeout,1s,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[0].maxClusterSize,10,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[1].typename,src.tcp.RecordingTcpClientApp,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[1].delaySamplePeriod,1s,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[1].delayStaleWindow,3s,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[1].connectPort,1000,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[1].tOpen,"uniform(1s, 2s)",,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[1].tSend,"uniform(1s, 2s)",,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[1].thinkTime,"uniform(0s, 1s)",,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[1].idleInterval,"uniform(3s, 5s)",,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[1].sendBytes,200B,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[1].sendInterval,"uniform(1s, 2s)",,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[1].connectAddress,"""host["" + string((index + intuniform(1,24)) % 25) + ""]""",,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[2].typename,TcpEchoApp,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].app[2].localPort,1000,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].typename,RouterWithMetrics,,
General-3-20251226-14:47:15-91861,config,,,**.metrics.samplePeriod,0.5s,,
General-3-20251226-14:47:15-91861,config,,,**.metrics.recordPerUtility,true,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].typename,WirelessInterface,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].radio.transmitter.communicationRange,350m,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,false,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,400m,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].radio.typename,UnitDiskRadio,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].mac.typename,CsmaCaMac,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].mac.ackTimeout,300us,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].mac.useAck,true,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].mac.fullDuplex,false,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].mac.headerLength,23B,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].mobility.typename,LinearMobility,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].mobility.speed,10mps,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].mobility.angle,45deg,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].queue.typename,DropTailQueue,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].queue.packetCapacity,10,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].hasStatus,true,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].radio.energyConsumer.typename,StateBasedEpEnergyConsumer,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].radio.energyConsumer.offPowerConsumption,0mW,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].radio.energyConsumer.sleepPowerConsumption,1mW,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].radio.energyConsumer.switchingPowerConsumption,1mW,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].radio.energyConsumer.receiverIdlePowerConsumption,2mW,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].radio.energyConsumer.receiverBusyPowerConsumption,5mW,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].radio.energyConsumer.receiverReceivingPowerConsumption,10mW,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].radio.energyConsumer.transmitterIdlePowerConsumption,2mW,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].radio.energyConsumer.transmitterTransmittingPowerConsumption,100mW,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].energyStorage.typename,SimpleEpEnergyStorage,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].energyStorage.nominalCapacity,2J,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].energyStorage.initialCapacity,2J,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].energyManagement.typename,SimpleEpEnergyManagement,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].energyManagement.nodeStartCapacity,0.0001J,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].energyManagement.nodeShutdownCapacity,0.0001J,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].**.bitrate,1Mbps,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].forwarding,true,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].mobility.constraintAreaMinX,0m,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].mobility.constraintAreaMinY,0m,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].mobility.constraintAreaMinZ,0m,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].mobility.constraintAreaMaxX,1250m,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].mobility.constraintAreaMaxY,1250m,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].mobility.constraintAreaMaxZ,0m,,
General-3-20251226-14:47:15-91861,config,,,*.host[*].mobility.initialX,"uniform(100m, 1150m)",,
General-3-20251226-14:47:15-91861,config,,,*.host[*].mobility.initialY,"uniform(100m, 1150m)",,
General-3-20251226-14:47:15-91861,config,,,*.host[*].wlan[0].radio.displayCommunicationRange,true,,
General-3-20251226-14:47:15-91861,config,,,*.configurator.config,"xml(""<config><interface hosts='**' address='10.0.0.x' netmask='255.255.255.0'/></config>"")",,
General-3-20251226-14:47:15-91861,config,,,*.configurator.addDefaultRoutes,false,,
General-3-20251226-14:47:15-91861,config,,,*.configurator.addStaticRoutes,false,,
General-3-20251226-14:47:15-91861,config,,,*.configurator.optimizeRoutes,false,,
General-3-20251226-14:47:15-91861,config,,,*.host*.ipv4.routingTable.netmaskRoutes,"""""",,
General-3-20251226-14:47:15-91861,config,,,*.linkVisualizer.*.displayLinks,false,,
General-2-20251226-14:47:15-91862,runattr,,,configname,General,,
General-2-20251226-14:47:15-91862,runattr,,,datetime,20251226-14:47:15,,
General-2-20251226-14:47:15-91862,runattr,,,datetimef,20251226-144715,,
General-2-20251226-14:47:15-91862,runattr,,,experiment,General,,
General-2-20251226-14:47:15-91862,runattr,,,inifile,omnetpp.ini,,
General-2-20251226-14:47:15-91862,runattr,,,iterationvars,,,
General-2-20251226-14:47:15-91862,runattr,,,iterationvarsd,,,
General-2-20251226-14:47:15-91862,runattr,,,iterationvarsf,,,
General-2-20251226-14:47:15-91862,runattr,,,measurement,,,
General-2-20251226-14:47:15-91862,runattr,,,network,src.AdhocNetwork1,,
General-2-20251226-14:47:15-91862,runattr,,,processid,91862,,
General-2-20251226-14:47:15-91862,runattr,,,repetition,2,,
General-2-20251226-14:47:15-91862,runattr,,,replication,#2,,
General-2-20251226-14:47:15-91862,runattr,,,resultdir,results,,
General-2-20251226-14:47:15-91862,runattr,,,runnumber,2,,
General-2-20251226-14:47:15-91862,runattr,,,seedset,2,,
General-2-20251226-14:47:15-91862,config,,,image-path,../../../inet4.5/images,,
General-2-20251226-14:47:15-91862,config,,,repeat,5,,
General-2-20251226-14:47:15-91862,config,,,network,src.AdhocNetwork1,,
General-2-20251226-14:47:15-91862,config,,,sim-time-limit,50s,,
General-2-20251226-14:47:15-91862,config,,,*.host[*].ipv4.arp.typename,GlobalArp,,
General-2-20251226-14:47:15-91862,config,,,*.host[*].numApps,3,,
General-2-20251226-14:47:15-91862,config,,,*.host[*].app[0].typename,src.cluster.ClusterApp,,
General-2-20251226-14:47:15-91862,config,,,*.host[*].app[0].localPort,4000,,
General-2-20251226-14:47:15-91862,config,,,*.host[*].app[0].destPort,4000,,
General-2-20251226-14:47:15-91862,config,,,*.host[*].app[0].helloInterval,1s,,
General-2-20251226-14:47:15-91862,config,,,*.host[*].app[0].cfInterval,3s,,
General-2-20251226-14:47:15-91862,config,,,*.host[*].app[0].hldTimeThreshold,1s,,
General-2-20251226-14:47:15-91862,config,,,*.host[*].app[0].maxTrials,3,,
General-2-20251226-14:47:15-91862,config,,,*.host[*].app[0].requestTimeout,1s,,
General-2-20251226-14:47:15-91862,config,,,*.host[*].app[0].maxClusterSize,10,,
