run,type,module,name,attrname,attrvalue,vectime,vecvalue
General-0-20251226-15:29:07-112570,runattr,,,configname,General,,
General-0-20251226-15:29:07-112570,runattr,,,datetime,20251226-15:29:07,,
General-0-20251226-15:29:07-112570,runattr,,,datetimef,20251226-152907,,
General-0-20251226-15:29:07-112570,runattr,,,experiment,General,,
General-0-20251226-15:29:07-112570,runattr,,,inifile,omnetpp.ini,,
General-0-20251226-15:29:07-112570,runattr,,,iterationvars,,,
General-0-20251226-15:29:07-112570,runattr,,,iterationvarsd,,,
General-0-20251226-15:29:07-112570,runattr,,,iterationvarsf,,,
General-0-20251226-15:29:07-112570,runattr,,,measurement,,,
General-0-20251226-15:29:07-112570,runattr,,,network,src.AdhocNetwork1,,
General-0-20251226-15:29:07-112570,runattr,,,processid,112570,,
General-0-20251226-15:29:07-112570,runattr,,,repetition,0,,
General-0-20251226-15:29:07-112570,runattr,,,replication,#0,,
General-0-20251226-15:29:07-112570,runattr,,,resultdir,results,,
General-0-20251226-15:29:07-112570,runattr,,,runnumber,0,,
General-0-20251226-15:29:07-112570,runattr,,,seedset,0,,
General-0-20251226-15:29:07-112570,config,,,image-path,../../../inet4.5/images,,
General-0-20251226-15:29:07-112570,config,,,repeat,5,,
General-0-20251226-15:29:07-112570,config,,,network,src.AdhocNetwork1,,
General-0-20251226-15:29:07-112570,config,,,sim-time-limit,50s,,
General-0-20251226-15:29:07-112570,config,,,*.host[*].ipv4.arp.typename,GlobalArp,,
General-0-20251226-15:29:07-112570,config,,,*.host[*].numApps,3,,
General-0-20251226-15:29:07-112570,config,,,*.host[*].app[0].typename,src.cluster.ClusterApp,,
General-0-20251226-15:29:07-112570,config,,,*.host[*].app[0].localPort,4000,,
General-0-20251226-15:29:07-112570,config,,,*.host[*].app[0].destPort,4000,,
General-0-20251226-15:29:07-112570,config,,,*.host[*].app[0].helloInterval,1s,,
General-0-20251226-15:29:07-112570,config,,,*.host[*].app[0].cfInterval,3s,,
General-0-20251226-15:29:07-112570,config,,,*.host[*].app[0].hldTimeThreshold,1s,,
General-0-20251226-15:29:07-112570,config,,,*.host[*].app[0].maxTrials,3,,
