t,mean,sd_across_runs,n_runs_used,ci95_low,ci95_high
1000.0,0.0,0.0,5,0.0,0.0
2000.0,0.008333333333333333,0.018633899812498245,5,0.0,0.03147037587664832
3000.0,0.008333333333333333,0.018633899812498245,5,0.0,0.03147037587664832
4000.0,0.008333333333333333,0.018633899812498245,5,0.0,0.03147037587664832
5000.0,0.008333333333333333,0.018633899812498245,5,0.0,0.03147037587664832
6000.0,0.03333333333333333,0.04564354645876384,5,0.0,0.0900072817215214
7000.0,0.03333333333333333,0.04564354645876384,5,0.0,0.0900072817215214
8000.0,0.03333333333333333,0.03486083443891982,5,0.0,0.07661877640348207
9000.0,0.008333333333333333,0.018633899812498245,5,0.0,0.03147037587664832
10000.0,0.016666666666666666,0.02282177322938192,5,0.0,0.0450036408607607
11000.0,0.008333333333333333,0.018633899812498245,5,0.0,0.03147037587664832
12000.0,0.008333333333333333,0.018633899812498245,5,0.0,0.03147037587664832
13000.0,0.0,0.0,5,0.0,0.0
14000.0,0.016666666666666666,0.02282177322938192,5,0.0,0.0450036408607607
15000.0,0.025,0.03726779962499649,5,0.0,0.07127408508662997
16000.0,0.03333333333333333,0.04564354645876384,5,0.0,0.0900072817215214
17000.0,0.025,0.03726779962499649,5,0.0,0.07127408508662997
18000.0,0.03333333333333333,0.054326686710022075,5,0.0,0.10078882436286277
19000.0,0.025,0.03726779962499649,5,0.0,0.07127408508662997
20000.0,0.016666666666666666,0.02282177322938192,5,0.0,0.0450036408607607
21000.0,0.025,0.02282177322938192,5,0.0,0.05333697419409404
22000.0,0.025,0.02282177322938192,5,0.0,0.05333697419409404
23000.0,0.03333333333333333,0.03486083443891982,5,0.0,0.07661877640348207
24000.0,0.008333333333333333,0.018633899812498245,5,0.0,0.03147037587664832
25000.0,0.016666666666666666,0.03726779962499649,5,0.0,0.06294075175329664
26000.0,0.008333333333333333,0.018633899812498245,5,0.0,0.03147037587664832
27000.0,0.016666666666666666,0.03726779962499649,5,0.0,0.06294075175329664
28000.0,0.016666666666666666,0.02282177322938192,5,0.0,0.0450036408607607
29000.0,0.025,0.03726779962499649,5,0.0,0.07127408508662997
30000.0,0.016666666666666666,0.02282177322938192,5,0.0,0.0450036408607607
31000.0,0.016666666666666666,0.03726779962499649,5,0.0,0.06294075175329664
32000.0,0.008333333333333333,0.018633899812498245,5,0.0,0.03147037587664832
33000.0,0.016666666666666666,0.03726779962499649,5,0.0,0.06294075175329664
34000.0,0.008333333333333333,0.018633899812498245,5,0.0,0.03147037587664832
35000.0,0.008333333333333333,0.018633899812498245,5,0.0,0.03147037587664832
36000.0,0.016666666666666666,0.03726779962499649,5,0.0,0.06294075175329664
37000.0,0.025,0.05590169943749474,5,0.0,0.09441112762994497
38000.0,0.025,0.05590169943749474,5,0.0,0.09441112762994497
39000.0,0.008333333333333333,0.018633899812498245,5,0.0,0.03147037587664832
40000.0,0.0,0.0,5,0.0,0.0
41000.0,0.008333333333333333,0.018633899812498245,5,0.0,0.03147037587664832
42000.0,0.008333333333333333,0.018633899812498245,5,0.0,0.03147037587664832
43000.0,0.008333333333333333,0.018633899812498245,5,0.0,0.03147037587664832
44000.0,0.008333333333333333,0.018633899812498245,5,0.0,0.03147037587664832
45000.0,0.008333333333333333,0.018633899812498245,5,0.0,0.03147037587664832
46000.0,0.008333333333333333,0.018633899812498245,5,0.0,0.03147037587664832
47000.0,0.0,0.0,5,0.0,0.0
48000.0,0.016666666666666666,0.02282177322938192,5,0.0,0.0450036408607607
49000.0,0.016666666666666666,0.02282177322938192,5,0.0,0.0450036408607607
50000.0,0.016666666666666666,0.02282177322938192,5,0.0,0.0450036408607607
