rep,t,mean_delay_sec,n_hosts_used
0,6000.0,0.006176470101,1
0,7000.0,0.006176470101,1
0,8000.0,0.0147346542275,2
0,9000.0,0.026301577654,2
0,10000.0,0.026301577654,2
0,11000.0,0.015178037722333332,3
0,12000.0,0.008111898106499999,2
0,13000.0,0.008111898106499999,2
0,14000.0,1.5224656886555,2
0,15000.0,3.0853173287304,5
0,16000.0,2.5742605957979996,6
0,17000.0,2.481662048304,5
0,18000.0,1.8138394223362002,5
0,19000.0,1.8113473565078,5
0,20000.0,2.262264684624,4
0,21000.0,0.009757994828,2
0,22000.0,0.008731377698333332,3
0,23000.0,0.0081420920092,5
0,24000.0,1.8774368460548,5
0,25000.0,3.1246631616136664,3
0,26000.0,2.348145194492,4
0,27000.0,0.011035873359333334,3
0,28000.0,0.011035873359333334,3
0,29000.0,2.265539507003,4
0,30000.0,2.0176166690549997,6
0,31000.0,1.730436780866857,7
0,32000.0,0.7643941515875,4
0,33000.0,0.0070173100160000005,2
0,34000.0,0.0065269607615,2
0,35000.0,0.006366851498,2
0,36000.0,0.006366851498,2
0,37000.0,0.008532129479666667,3
0,38000.0,0.009619719336000001,2
0,39000.0,0.009619719336000001,2
0,40000.0,0.006397082122,1
0,41000.0,0.006397082122,1
0,42000.0,0.0066369873495,2
0,43000.0,0.006876892577,1
0,44000.0,0.759158152005,4
0,45000.0,1.0099185718143333,3
0,46000.0,1.0099185718143333,3
0,47000.0,0.006857309554,1
0,48000.0,0.006857309554,1
0,49000.0,0.006927163723,2
0,50000.0,0.006997017892,1
1,5000.0,0.013485032424666666,3
1,6000.0,0.76811249625725,4
1,7000.0,0.76811249625725,4
1,8000.0,1.5191163669735,2
1,9000.0,0.008616977166,3
1,10000.0,0.008616977166,3
1,11000.0,0.0139727230665,4
1,12000.0,0.01813890348,2
1,13000.0,0.014458511406333334,3
1,14000.0,1.010559223451,3
1,15000.0,1.010559223451,3
1,16000.0,4.498172322368666,3
1,17000.0,3.4965709579993334,3
1,18000.0,2.6250596016589998,4
1,19000.0,0.010100460874666666,3
1,20000.0,0.010525532638,1
1,21000.0,0.0101377744325,2
1,22000.0,0.00995762560525,4
1,23000.0,0.0105338535136,5
1,24000.0,0.01144296809275,4
1,25000.0,0.0105973082086,5
1,26000.0,0.0131522358456,5
1,27000.0,0.01309575639,4
1,28000.0,0.0196650069155,2
1,29000.0,0.010387311578,2
1,30000.0,0.011324175564,3
1,31000.0,1.0086523283183333,3
1,32000.0,2.121553746118,3
1,33000.0,3.175731667409,2
1,34000.0,3.345762266056,1
1,35000.0,0.006637564368,1
1,36000.0,0.009859906882333333,3
1,37000.0,0.009859906882333333,3
1,38000.0,0.0114710781395,2
1,41000.0,4.511214856081,2
1,42000.0,4.511214856081,2
1,43000.0,4.009782040557666,3
1,44000.0,3.006916409511,1
1,45000.0,1.5067768654375,2
1,46000.0,0.006637321364,1
1,47000.0,0.008976410925333333,3
1,48000.0,0.013242584265333333,3
1,49000.0,0.013242584265333333,3
1,50000.0,0.011116549180333335,3
2,7000.0,0.014628930139,1
2,8000.0,0.0108230624065,2
2,9000.0,0.0108230624065,2
2,10000.0,0.010476135352,2
2,11000.0,0.0103460253445,2
2,12000.0,0.0103460253445,2
2,13000.0,0.0101566227765,2
2,14000.0,0.013595763237999998,2
2,15000.0,0.011436101113333333,3
2,16000.0,0.010376016222999999,2
2,17000.0,0.007116776864,1
2,18000.0,0.0099057126715,2
2,19000.0,0.0099057126715,2
2,20000.0,0.0099057126715,2
2,25000.0,0.006656864616,1
2,26000.0,0.006656864616,1
2,27000.0,0.006656864616,1
2,29000.0,0.0066571221,1
2,30000.0,1.514966148837,2
2,31000.0,1.514966148837,2
2,32000.0,3.023275175574,1
2,33000.0,1.5177318746825,2
2,34000.0,1.5177318746825,2
2,35000.0,4.014893527766334,3
2,36000.0,9.009216833934,1
2,37000.0,9.009216833934,1
2,40000.0,0.006498303992,1
2,41000.0,0.006498303992,1
2,42000.0,0.006498303992,1
2,45000.0,24.010156554109,1
2,46000.0,24.010156554109,1
2,47000.0,24.010156554109,1
2,49000.0,0.008383076752,1
2,50000.0,0.008383076752,1
3,5000.0,3.018033928365,2
3,6000.0,2.0143485386056668,3
3,7000.0,2.0143485386056668,3
3,8000.0,0.006977759087,1
3,9000.0,0.0069272857265,2
3,10000.0,0.006737549777666667,3
3,11000.0,0.007965878164750001,4
3,12000.0,0.008322256292,3
3,13000.0,0.009304345498000001,2
3,14000.0,0.006784124237666667,3
3,15000.0,0.0066972725215,2
3,16000.0,0.0066972725215,2
3,17000.0,0.0066675247965,2
3,18000.0,0.0066675247965,2
3,19000.0,0.006497572240333333,3
3,20000.0,0.008643669131,3
3,21000.0,0.008643669131,3
3,22000.0,0.0098866701325,2
3,24000.0,0.008324589904333332,3
3,25000.0,0.008324589904333332,3
3,26000.0,0.7622827946907499,4
3,27000.0,1.515247837929,2
3,28000.0,2.0150644485516667,3
3,29000.0,1.5105179683025,2
3,30000.0,3.014697669797,1
3,32000.0,3.01188799351,1
3,33000.0,3.014366739477667,3
3,34000.0,3.014366739477667,3
3,35000.0,2.013586358867,3
3,36000.0,0.011692266583,2
3,37000.0,0.010080493097,3
3,38000.0,0.0103473138065,2
3,39000.0,0.0080682666815,2
3,40000.0,1.5090711953029998,2
3,41000.0,1.5090711953029998,2
3,42000.0,3.008862803368,1
3,43000.0,0.0070771900535,2
3,44000.0,0.006877403857666667,3
3,45000.0,0.006877403857666667,3
3,46000.0,0.006477831466,1
3,47000.0,0.006897673671,1
3,48000.0,0.008759743319999999,2
3,49000.0,0.008759743319999999,2
3,50000.0,0.015018992931,2
4,5000.0,0.7660781957475,4
4,6000.0,0.5129145768413333,6
4,7000.0,0.4415004610047143,7
4,8000.0,0.0080007896276,5
4,9000.0,0.00832141715375,4
4,10000.0,0.0053813055286,5
4,11000.0,0.00662741502925,4
4,12000.0,0.006865381673600001,5
4,13000.0,0.008611627889,4
4,14000.0,0.0055333638226,5
4,15000.0,0.0049123820555,4
4,16000.0,0.0059061975556,5
4,17000.0,1.5091698106117502,4
4,18000.0,2.154259231826,7
4,19000.0,2.5117123857316668,6
4,20000.0,2.259449650103375,8
4,21000.0,1.5054671029073334,6
4,22000.0,3.129471769117143,7
4,23000.0,1.6157862547812498,8
4,24000.0,1.8466927581917143,7
4,25000.0,0.008649621077285714,7
4,26000.0,0.005932223797,7
4,27000.0,0.006003881367000001,7
4,28000.0,0.005840895897571428,7
4,29000.0,0.5058011654911666,6
4,30000.0,0.5056177568885,6
