rep,t,mean_delay_sec,n_hosts_used
0,5000.0,0.6412615988997142,7
0,6000.0,0.22003420271049998,14
0,7000.0,0.19393333723456252,16
0,8000.0,0.007383780368666666,12
0,9000.0,0.009921289693727272,11
0,10000.0,0.009517225967157894,19
0,11000.0,0.009536499693304348,23
0,12000.0,0.009179804713052632,19
0,13000.0,0.008280718013142858,14
0,14000.0,0.006344775838928571,14
0,15000.0,0.006406094012,17
0,16000.0,0.20271685952976473,17
0,17000.0,0.19451815002416667,18
0,18000.0,0.2181391603338125,16
0,19000.0,0.009427681391999999,16
0,20000.0,0.0071774958813333335,15
0,21000.0,0.0067301929607333335,15
0,22000.0,0.005820589517857143,14
0,23000.0,0.0053741222081,10
0,24000.0,0.0050322058073,10
0,25000.0,0.008524335056117646,17
0,26000.0,0.009988443232700001,20
0,27000.0,0.010123755017388889,18
0,28000.0,0.01033083744575,12
0,29000.0,0.0070187384336875,16
0,30000.0,0.007572503786052631,19
0,31000.0,0.0064111550887999995,15
0,32000.0,0.0067762317579,10
0,33000.0,0.0068620719129,10
0,34000.0,0.0060217842928125005,16
0,35000.0,0.0067130884650625,16
0,36000.0,0.006120157743133334,15
0,37000.0,0.007881786530272729,11
0,38000.0,0.0073956661574999995,16
0,39000.0,0.008357041006533334,15
0,40000.0,0.007844293935666666,15
0,41000.0,0.0081758134675,12
0,42000.0,0.00836090100825,16
0,43000.0,0.008379755177117648,17
0,44000.0,0.009368806828230769,13
0,45000.0,0.00827084644992857,14
0,46000.0,0.00933951610275,16
0,47000.0,0.0076543337043684205,19
0,48000.0,0.01059169112375,16
0,49000.0,0.009467644312142856,14
0,50000.0,0.009585822215,14
1,5000.0,0.01627307975242857,7
1,6000.0,0.012146788477866665,15
1,7000.0,0.0109211793422,20
1,8000.0,0.007666564535857143,14
1,9000.0,0.009677329816,13
1,10000.0,0.007700513278666667,18
1,11000.0,0.007621875523526316,19
1,12000.0,0.004909950402846155,13
1,13000.0,0.006893306409222222,9
1,14000.0,0.5131683900465626,16
1,15000.0,0.5130996249316251,16
1,16000.0,0.5863953585448572,14
1,17000.0,0.0102325682405,8
1,18000.0,0.007676091245357143,14
1,19000.0,0.0070612095669375,16
1,20000.0,0.00681049604317647,17
1,21000.0,0.008555394802384614,13
1,22000.0,0.0068345135036,10
1,23000.0,0.005454896355545455,11
1,24000.0,0.007368599504818182,11
1,25000.0,0.011516067044529413,17
1,26000.0,0.014061474502428572,14
1,27000.0,0.011595083744466666,15
1,28000.0,0.008218526596599999,10
1,29000.0,0.0071086612535,16
1,30000.0,0.007086987612444445,18
1,31000.0,0.0070413091638125,16
1,32000.0,0.006150297091538462,13
1,33000.0,0.02935112627114286,14
1,34000.0,0.024102150682,18
1,35000.0,0.026995254253,16
1,36000.0,0.006684022425714286,14
1,37000.0,0.007075835461333333,12
1,38000.0,0.0063119443469333335,15
1,39000.0,0.006760095970928572,14
1,40000.0,0.2458702635892143,14
1,41000.0,0.342026452323,10
1,42000.0,0.31261828516527274,11
1,43000.0,0.0074446932622,10
1,44000.0,0.008592210039923076,13
1,45000.0,0.0076725200057,10
1,46000.0,0.008217173650083334,12
1,47000.0,0.006732576433125,8
1,48000.0,0.006951545215153846,13
1,49000.0,0.0081888647436,15
1,50000.0,0.0101090668879,20
2,5000.0,0.005676130396833334,12
2,6000.0,0.006497044503550001,20
2,7000.0,0.006604059313761905,21
2,8000.0,0.007840391680214286,14
2,9000.0,0.01330633433,12
2,10000.0,0.01008244930715,20
2,11000.0,0.0102775238885,18
2,12000.0,0.0067666111652,15
2,13000.0,0.0067468917194166665,12
2,14000.0,0.006572380604466666,15
2,15000.0,0.006207608692133334,15
2,16000.0,0.006349804052933334,15
2,17000.0,0.006614337541692308,13
2,18000.0,0.006356245161153846,13
2,19000.0,0.006918405901153847,13
2,20000.0,0.005909987187333332,12
2,21000.0,0.0054973448805,14
2,22000.0,0.006147932714727272,11
2,23000.0,0.2064308210959333,15
2,24000.0,0.18449047804000002,17
2,25000.0,0.19446302411393748,16
2,26000.0,0.008394611940333334,12
2,27000.0,0.006524044775777778,9
2,28000.0,0.006879274417875,16
2,29000.0,0.00533609261475,16
2,30000.0,0.007232391012846154,13
2,31000.0,0.008343241885,5
2,32000.0,0.008114419072307692,13
2,33000.0,0.005656090999384615,13
2,34000.0,0.007178458125235294,17
2,35000.0,0.013734409151222223,9
2,36000.0,0.011171348560066666,15
2,37000.0,0.0094054674679375,16
2,38000.0,0.006314582440058824,17
2,39000.0,0.006860428123333333,15
2,40000.0,0.0069105581690714285,14
2,41000.0,0.0068673520085,18
2,42000.0,0.0068766928698125,16
2,43000.0,0.006730772409888889,18
2,44000.0,0.005701893119733333,15
2,45000.0,0.0060454821634375,16
2,46000.0,0.005835363723083333,12
2,47000.0,0.006319620799076923,13
2,48000.0,0.004908610401,14
2,49000.0,0.24337144235857142,14
2,50000.0,0.3094276112117273,11
3,5000.0,0.1954112152364375,16
3,6000.0,0.16519698473042105,19
3,7000.0,0.1440626232360909,22
3,8000.0,0.00798976281975,12
3,9000.0,0.0071173068726875,16
3,10000.0,0.0078090390301578955,19
3,11000.0,0.00887152924426316,19
3,12000.0,0.009242232531692308,13
3,13000.0,0.0067285420523,10
3,14000.0,0.005017185721133333,15
3,15000.0,0.007178244517722222,18
3,16000.0,0.006946388570526316,19
3,17000.0,0.00665336860775,16
3,18000.0,0.005757456822222222,18
3,19000.0,0.0095332105385,16
3,20000.0,0.009783557205235294,17
3,21000.0,0.009113815412692306,13
3,22000.0,0.005210227166125,16
3,23000.0,0.007877781501,14
3,24000.0,0.007983200983210526,19
3,25000.0,0.008290773722611111,18
3,26000.0,0.0061415203634,15
3,27000.0,0.006274716225384615,13
3,28000.0,0.0069888052818125,16
3,29000.0,0.006861836043421053,19
3,30000.0,0.0066896572504375,16
3,31000.0,0.008593661141058823,17
3,32000.0,0.0081679649469375,16
3,33000.0,0.008313001069222222,18
3,34000.0,0.0049346842030000004,14
3,35000.0,0.0061438522616875,16
3,36000.0,0.0061655333235,16
3,37000.0,0.009471001174411764,17
3,38000.0,0.00856326468929412,17
3,39000.0,0.008482046244266666,15
3,40000.0,0.005473187988,16
3,41000.0,0.006022769605333334,15
3,42000.0,0.00633298971742857,21
3,43000.0,0.006258955223277778,18
3,44000.0,0.0063125092051875,16
3,45000.0,0.008494831974545454,11
3,46000.0,0.008010885432,18
3,47000.0,0.00870001736925,16
3,48000.0,0.007147496503857142,14
3,49000.0,0.005962926807555556,9
3,50000.0,0.005016891208416667,12
4,5000.0,0.010998080004875,8
4,6000.0,0.052370928536272725,22
4,7000.0,0.04877208527441667,24
4,8000.0,0.06274077731755555,18
4,9000.0,0.005597105996888889,9
4,10000.0,0.005086624655529412,17
