run,type,module,name,attrname,attrvalue,vectime,vecvalue
General-4-20251226-16:32:45-140986,runattr,,,configname,General,,
General-4-20251226-16:32:45-140986,runattr,,,datetime,20251226-16:32:45,,
General-4-20251226-16:32:45-140986,runattr,,,datetimef,20251226-163245,,
General-4-20251226-16:32:45-140986,runattr,,,experiment,General,,
General-4-20251226-16:32:45-140986,runattr,,,inifile,omnetpp.ini,,
General-4-20251226-16:32:45-140986,runattr,,,iterationvars,,,
General-4-20251226-16:32:45-140986,runattr,,,iterationvarsd,,,
General-4-20251226-16:32:45-140986,runattr,,,iterationvarsf,,,
General-4-20251226-16:32:45-140986,runattr,,,measurement,,,
General-4-20251226-16:32:45-140986,runattr,,,network,src.AdhocNetwork1,,
General-4-20251226-16:32:45-140986,runattr,,,processid,140986,,
General-4-20251226-16:32:45-140986,runattr,,,repetition,4,,
General-4-20251226-16:32:45-140986,runattr,,,replication,#4,,
General-4-20251226-16:32:45-140986,runattr,,,resultdir,results,,
General-4-20251226-16:32:45-140986,runattr,,,runnumber,4,,
General-4-20251226-16:32:45-140986,runattr,,,seedset,4,,
General-4-20251226-16:32:45-140986,config,,,image-path,../../../inet4.5/images,,
General-4-20251226-16:32:45-140986,config,,,repeat,5,,
General-4-20251226-16:32:45-140986,config,,,network,src.AdhocNetwork1,,
General-4-20251226-16:32:45-140986,config,,,sim-time-limit,50s,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].ipv4.arp.typename,GlobalArp,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].numApps,3,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[0].typename,src.cluster.ClusterApp,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[0].localPort,4000,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[0].destPort,4000,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[0].helloInterval,1s,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[0].cfInterval,3s,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[0].hldTimeThreshold,1s,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[0].maxTrials,3,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[0].requestTimeout,1s,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[0].maxClusterSize,10,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[1].typename,src.tcp.RecordingTcpClientApp,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[1].delaySamplePeriod,1s,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[1].delayStaleWindow,3s,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[1].connectPort,1000,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[1].tOpen,"uniform(1s, 2s)",,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[1].tSend,"uniform(1s, 2s)",,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[1].thinkTime,"uniform(0s, 1s)",,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[1].idleInterval,"uniform(3s, 5s)",,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[1].sendBytes,200B,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[1].sendInterval,"uniform(1s, 2s)",,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[1].connectAddress,"""host["" + string((index + intuniform(1,24)) % 25) + ""]""",,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[2].typename,TcpEchoApp,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].app[2].localPort,1000,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].typename,RouterWithMetrics,,
General-4-20251226-16:32:45-140986,config,,,**.metrics.samplePeriod,0.5s,,
General-4-20251226-16:32:45-140986,config,,,**.metrics.recordPerUtility,true,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].wlan[0].typename,WirelessInterface,,
General-4-20251226-16:32:45-140986,config,,,*.radioMedium.typename,Ieee80211DimensionalRadioMedium,,
General-4-20251226-16:32:45-140986,config,,,*.radioMedium.analogModel.typename,DimensionalAnalogModel,,
General-4-20251226-16:32:45-140986,config,,,*.radioMedium.backgroundNoise.power,-120dBm,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].wlan[0].radio.typename,Ieee80211DimensionalRadio,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].wlan[0].radio.transmitter.power,2mW,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].wlan[0].radio.transmitter.centerFrequency,2.412GHz,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].wlan[0].radio.transmitter.bandwidth,20MHz,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].wlan[0].radio.receiver.sensitivity,-90dBm,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].wlan[0].radio.receiver.snirThreshold,4dB,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,false,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].wlan[0].mac.rateControl.typename,ConstantRateControl,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].wlan[0].mac.rateControl.dataRate,6Mbps,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].wlan[0].mac.rateControl.multicastRate,6Mbps,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].wlan[0].mac.typename,CsmaCaMac,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].wlan[0].mac.ackTimeout,300us,,
General-4-20251226-16:32:45-140986,config,,,*.host[*].wlan[0].mac.useAck,true,,
