rep,t,mean_Ec,n_hosts_used
0,1000.0,1.0,99
0,2000.0,0.0,99
0,3000.0,0.005018565238384444,99
0,4000.0,0.05327697506697367,99
0,5000.0,0.1458342013228794,99
0,6000.0,0.08142227613793106,99
0,7000.0,0.040443232809186894,99
0,8000.0,0.0921021498904879,99
0,9000.0,0.09248874498424155,99
0,10000.0,0.08188563180856905,99
0,11000.0,0.10769430062521229,99
0,12000.0,0.05728556200730486,99
0,13000.0,0.0449264164462219,99
0,14000.0,0.05277589546870648,99
0,15000.0,0.04695313421592346,99
0,16000.0,0.038209508419222445,99
0,17000.0,0.05117651303330731,99
0,18000.0,0.04334344984477615,99
0,19000.0,0.049393593888536994,99
0,20000.0,0.04702766960914918,99
0,21000.0,0.04967221529326859,99
0,22000.0,0.045669337166660516,99
0,23000.0,0.06551562026695296,99
0,24000.0,0.0475283462992483,99
0,25000.0,0.0522063330623691,99
0,26000.0,0.06936740199623369,99
0,27000.0,0.06474505071869267,99
0,28000.0,0.0530133708121395,99
0,29000.0,0.05298333635481421,99
0,30000.0,0.0671909348116214,99
0,31000.0,0.06874186892378127,99
0,32000.0,0.07068358997503398,99
0,33000.0,0.06909715862871758,99
0,34000.0,0.07780175044018285,99
0,35000.0,0.06261221279224949,99
0,36000.0,0.06817900351758646,99
0,37000.0,0.07138173137587665,99
0,38000.0,0.07702796107209993,99
0,39000.0,0.06878797029806544,99
0,40000.0,0.07565652199603888,99
0,41000.0,0.08242896001002291,99
0,42000.0,0.07718177872310884,99
0,43000.0,0.07933350317656011,99
0,44000.0,0.08488149576239197,99
0,45000.0,0.1007278666821325,99
0,46000.0,0.08077696738803948,99
0,47000.0,0.0915491165638963,99
0,48000.0,0.08764749339887455,99
0,49000.0,0.09089270455877609,99
0,50000.0,0.10477705030131532,99
1,1000.0,1.0,99
1,2000.0,0.0,99
1,3000.0,0.0,99
1,4000.0,0.04428019485524972,99
1,5000.0,0.09312779273810161,99
1,6000.0,0.053643579021361486,99
1,7000.0,0.04547148195898911,99
1,8000.0,0.05529879434711794,99
1,9000.0,0.06373964503073457,99
1,10000.0,0.040024076963039106,99
1,11000.0,0.03598607078161724,99
1,12000.0,0.03995597050489635,99
1,13000.0,0.030270607705743312,99
1,14000.0,0.03244778974763192,99
1,15000.0,0.03391597288155791,99
1,16000.0,0.04658880958674321,99
1,17000.0,0.045939573530408215,99
1,18000.0,0.04491893803976672,99
1,19000.0,0.04559854582942185,99
1,20000.0,0.04670885419861656,99
1,21000.0,0.05319549081538961,99
1,22000.0,0.05172816962374452,99
1,23000.0,0.05012756676480834,99
1,24000.0,0.05031776446315354,99
1,25000.0,0.05171158724199315,99
1,26000.0,0.06008204991523763,99
1,27000.0,0.047540885857515126,99
1,28000.0,0.04857642949622868,99
1,29000.0,0.0566719868312347,99
1,30000.0,0.06050862099966367,99
1,31000.0,0.06553720049991238,99
1,32000.0,0.06667059614669381,99
1,33000.0,0.05840835980175915,99
1,34000.0,0.06092488360637688,99
1,35000.0,0.0696541689418085,99
1,36000.0,0.06550658061622004,99
1,37000.0,0.07679947385587166,99
1,38000.0,0.07233984168138487,99
1,39000.0,0.08105841527516351,99
1,40000.0,0.08444532703732052,99
1,41000.0,0.08137194644187978,99
1,42000.0,0.09225686768576005,99
1,43000.0,0.0915512614212547,99
1,44000.0,0.08997562155109512,99
1,45000.0,0.0946813147670598,99
1,46000.0,0.10157229472264848,99
1,47000.0,0.09533428756845287,99
1,48000.0,0.0865734364367724,99
1,49000.0,0.10097309253411378,99
1,50000.0,0.106708579918543,99
2,1000.0,1.0,99
2,2000.0,0.0,99
2,3000.0,0.0,99
2,4000.0,0.046394724984002336,99
2,5000.0,0.048749610258848865,99
2,6000.0,0.027617892955065945,99
2,7000.0,0.03363917353993182,99
2,8000.0,0.02946438621937371,99
2,9000.0,0.03440163778717316,99
2,10000.0,0.04612992569619793,99
2,11000.0,0.04098174465823954,99
2,12000.0,0.04257218216269358,99
2,13000.0,0.051973478005289835,99
2,14000.0,0.04529751597902222,99
2,15000.0,0.05500061418179308,99
2,16000.0,0.04521037558872952,99
2,17000.0,0.04093738934074517,99
2,18000.0,0.05156285021215719,99
2,19000.0,0.03901701742698467,99
2,20000.0,0.05519226192397505,99
2,21000.0,0.06263690604535574,99
2,22000.0,0.059401853797352425,99
2,23000.0,0.06250076864501249,99
2,24000.0,0.060779666239818404,99
2,25000.0,0.06461788593421426,99
2,26000.0,0.06354624909000661,99
2,27000.0,0.07683240741110287,99
2,28000.0,0.062177015802708166,99
2,29000.0,0.0739077436187048,99
2,30000.0,0.060247538223952415,99
2,31000.0,0.053630975746551665,99
2,32000.0,0.06381645382249568,99
2,33000.0,0.07468252950562398,99
2,34000.0,0.06957931969068436,99
2,35000.0,0.0685626768556328,99
2,36000.0,0.06972726335272238,99
2,37000.0,0.07439008242390027,99
2,38000.0,0.07177979119469298,99
2,39000.0,0.0760388857220001,99
2,40000.0,0.08017644296839666,99
2,41000.0,0.08843134672183021,99
2,42000.0,0.08186941867336803,99
2,43000.0,0.09073244732286963,99
2,44000.0,0.09447229343761987,99
2,45000.0,0.08721181633619046,99
2,46000.0,0.09032718963271565,99
2,47000.0,0.09248750640596583,99
2,48000.0,0.09138650497225836,99
2,49000.0,0.08909424909566051,99
2,50000.0,0.08869110594718398,99
3,1000.0,1.0,99
3,2000.0,0.0,99
3,3000.0,0.0,99
3,4000.0,0.027871484826049384,99
3,5000.0,0.05892335702711818,99
3,6000.0,0.03924831950680901,99
3,7000.0,0.03574913743381924,99
3,8000.0,0.04765999195247882,99
3,9000.0,0.06972380066398615,99
3,10000.0,0.06575412106448351,99
3,11000.0,0.08225738408364705,99
3,12000.0,0.04533812421918824,99
3,13000.0,0.041664010090936246,99
3,14000.0,0.04382553749725548,99
3,15000.0,0.03909021702109311,99
3,16000.0,0.045498182775370974,99
3,17000.0,0.044475756146830005,99
3,18000.0,0.041954932406649964,99
3,19000.0,0.04090613527874622,99
3,20000.0,0.05240969819435765,99
3,21000.0,0.041523162048871645,99
3,22000.0,0.051649119593946795,99
3,23000.0,0.04361085472629222,99
3,24000.0,0.03683098050070653,99
3,25000.0,0.0501455895385043,99
3,26000.0,0.053653025032146785,99
3,27000.0,0.05898078661910038,99
3,28000.0,0.06860369164963133,99
3,29000.0,0.0508164187180391,99
3,30000.0,0.058486174296604326,99
3,31000.0,0.06368597186067401,99
3,32000.0,0.056461070538591875,99
3,33000.0,0.07045691459211845,99
3,34000.0,0.07547875574870777,99
3,35000.0,0.07412931240406388,99
3,36000.0,0.06088706648618666,99
3,37000.0,0.0769567585408422,99
3,38000.0,0.07964294270918088,99
3,39000.0,0.08244891038430148,99
3,40000.0,0.07590973721597281,99
3,41000.0,0.07682148169249926,99
3,42000.0,0.08337807674779346,99
3,43000.0,0.07862206105203483,99
3,44000.0,0.08292014173660707,99
3,45000.0,0.08490206589062985,99
3,46000.0,0.08904169264417264,99
3,47000.0,0.09149962338991466,99
3,48000.0,0.10093931534601992,99
3,49000.0,0.09354808244519924,99
3,50000.0,0.09547616768787137,99
4,1000.0,1.0,99
4,2000.0,0.0,99
4,3000.0,0.0,99
4,4000.0,0.038485432889342565,99
4,5000.0,0.10323695862518517,99
4,6000.0,0.04292384095522899,99
4,7000.0,0.0304929447858466,99
4,8000.0,0.041065228471981866,99
4,9000.0,0.03441690578863746,99
4,10000.0,0.02709710765063627,99
4,11000.0,0.03605795383869383,99
4,12000.0,0.02983566005351945,99
4,13000.0,0.043573037132616586,99
4,14000.0,0.036997665831951916,99
4,15000.0,0.046692948601287865,99
4,16000.0,0.04572376792745534,99
4,17000.0,0.05453570450388009,99
4,18000.0,0.046590383056049026,99
4,19000.0,0.0610126585020527,99
4,20000.0,0.0542824177715301,99
4,21000.0,0.06938962457951305,99
4,22000.0,0.0708553238661639,99
4,23000.0,0.06819313906014499,99
4,24000.0,0.061470378133286464,99
4,25000.0,0.056840340100526666,99
4,26000.0,0.06126685664047048,99
4,27000.0,0.061355082355605085,99
4,28000.0,0.06445011334553927,99
4,29000.0,0.05514286497886649,99
4,30000.0,0.0711618201554803,99
4,31000.0,0.07508757294857622,99
4,32000.0,0.08925056720165153,99
4,33000.0,0.08520995731503886,99
4,34000.0,0.08619978174492848,99
4,35000.0,0.08891036862083826,99
4,36000.0,0.08873331496860126,99
4,37000.0,0.09265576211851824,99
4,38000.0,0.08653425183372415,99
4,39000.0,0.0895008566165873,99
4,40000.0,0.09364252503864334,99
4,41000.0,0.0913326600399687,99
4,42000.0,0.09676501041004265,99
4,43000.0,0.10048942252886549,99
4,44000.0,0.11005052868807133,99
4,45000.0,0.110390183521439,99
4,46000.0,0.10456010134484557,99
4,47000.0,0.11285666535976466,99
