rep,host,t,rlReward
0,0,5000.0,0.0
0,0,6000.0,0.0
0,0,7000.0,0.10344245187447
0,0,8000.0,0.080234238069282
0,0,9000.0,0.14793142033593
0,0,10000.0,0.14411117182106
0,0,11000.0,0.13161545858888
0,0,12000.0,0.10553545038419
0,0,13000.0,0.10001297770861
0,0,14000.0,0.087976444553295
0,0,15000.0,0.14962103494625
0,0,16000.0,0.15828271601219
0,0,17000.0,0.085582770641454
0,0,18000.0,0.14588033677957
0,0,19000.0,0.854126870452
0,0,20000.0,-0.49905819036944
0,0,21000.0,-0.31025174770966
0,0,22000.0,0.11867364263736
0,0,23000.0,0.060826968116795
0,0,24000.0,0.10541517345546
0,0,25000.0,0.10537967402156
0,0,26000.0,0.0
0,0,27000.0,0.0
0,0,28000.0,0.10839587237205
0,0,29000.0,-0.012176606181529
0,0,30000.0,0.13576849479811
0,0,31000.0,0.18391001217402
0,0,32000.0,-0.14180629273353
0,0,33000.0,0.3
0,0,34000.0,0.19180647594264
0,0,35000.0,0.19329637603201
0,0,36000.0,0.21208620772799
0,0,37000.0,0.12258380264363
0,0,38000.0,0.067227732934444
0,0,39000.0,0.2189788465855
0,0,40000.0,0.19576392151748
0,0,41000.0,0.14327905379589
0,0,42000.0,0.09037434841925
0,0,43000.0,0.19626528048515
0,0,44000.0,0.17410310726899
0,0,45000.0,0.40231842966419
0,0,46000.0,0.20242856332086
0,0,47000.0,0.14688316223642
0,0,48000.0,0.19570064008203
0,0,49000.0,0.19747658770267
0,0,50000.0,0.17878809375097
0,1,5000.0,0.72854872521764
0,1,6000.0,0.66666666666667
0,1,7000.0,0.1473224411621
0,1,8000.0,-0.5198533101471
0,1,9000.0,-0.56674724390288
0,1,10000.0,-0.54016187325276
0,1,11000.0,-0.58827185952889
0,1,12000.0,0.33174617104967
0,1,13000.0,-0.11387116652222
0,1,14000.0,0.070914568147101
0,1,15000.0,0.76580783050139
0,1,16000.0,0.12086598923733
0,1,17000.0,0.088427575587735
0,1,18000.0,0.16476667288584
0,1,19000.0,-0.51089115179972
0,1,20000.0,-0.3256715546976
0,1,21000.0,-0.54335149504602
0,1,22000.0,0.11139857808656
0,1,23000.0,0.15066029326251
0,1,24000.0,0.11979752314879
0,1,25000.0,0.1398969144667
0,1,26000.0,0.10364520290439
0,1,27000.0,0.13327321921612
0,1,28000.0,0.11025664775706
0,1,29000.0,0.17549915168075
0,1,30000.0,0.38216376628554
0,1,31000.0,-0.20236765545766
0,1,32000.0,-0.064692900729833
0,1,33000.0,0.22753120909488
0,1,34000.0,0.27732696038941
0,1,35000.0,0.3166043772023
0,1,36000.0,0.36188475396346
0,1,37000.0,0.17475730912971
0,1,38000.0,0.11518834081384
0,1,39000.0,0.072401729794728
0,1,40000.0,0.24736130595093
0,1,41000.0,0.2436767487574
0,1,42000.0,0.16097550524976
0,1,43000.0,0.31420348345421
0,1,44000.0,0.35557647219891
0,1,45000.0,0.29629005276994
0,1,46000.0,0.30457151406319
0,1,47000.0,0.29461415178782
0,1,48000.0,0.27722188874608
0,1,49000.0,0.30922003917363
0,1,50000.0,0.29136398944044
0,2,5000.0,-0.66666666666667
0,2,6000.0,-0.64250250911344
0,2,7000.0,-0.54724943235635
0,2,8000.0,-0.56538343243665
0,2,9000.0,-0.22627614232549
0,2,10000.0,-0.40591195735926
0,2,11000.0,-0.55536011103957
0,2,12000.0,0.31141725244161
0,2,13000.0,0.26521642080758
0,2,14000.0,0.17536414941721
0,2,15000.0,0.13643808091967
0,2,16000.0,0.36249018665063
0,2,17000.0,0.126001204291
0,2,18000.0,0.34967934811193
0,2,19000.0,0.37439310076685
0,2,20000.0,0.22832528100554
0,2,21000.0,0.31631240492614
0,2,22000.0,0.1
0,2,23000.0,0.22742910894915
0,2,24000.0,0.18924927943429
0,2,25000.0,0.23012024099928
0,2,26000.0,0.14503250486117
0,2,27000.0,0.2085218637909
0,2,28000.0,0.21258796107438
0,2,29000.0,0.2959085418583
0,2,30000.0,0.36413316542664
0,2,31000.0,0.38914542529845
0,2,32000.0,0.2564824987872
0,2,33000.0,0.026648186367861
0,2,34000.0,0.34251592068976
0,2,35000.0,0.34549819057406
0,2,36000.0,0.42106989266818
0,2,37000.0,0.26590825096528
0,2,38000.0,0.28160867255639
0,2,39000.0,0.34708399176476
0,2,40000.0,0.385914598618
0,2,41000.0,0.23546250706938
0,2,42000.0,0.29483256864994
0,2,43000.0,0.29466897688482
0,2,44000.0,0.28681759390074
0,2,45000.0,0.37562990924551
0,2,46000.0,0.36954708069777
0,2,47000.0,0.19477317908119
0,2,48000.0,0.28431884151621
0,2,49000.0,0.38862491290078
0,2,50000.0,0.34123261945302
0,4,5000.0,0.13729832807947
0,4,6000.0,0.053956202958612
0,4,7000.0,0.12639473446759
0,4,8000.0,-0.049029444920836
0,4,9000.0,0.18929596498069
0,4,10000.0,-0.007729993143575
0,4,11000.0,0.15471692541581
0,4,12000.0,0.12415224147205
0,4,13000.0,0.1081373632767
0,4,14000.0,0.10895846164403
0,4,15000.0,0.11528408208379
0,4,16000.0,-0.013169358972996
0,4,17000.0,0.0
0,4,18000.0,0.16138249086528
0,4,19000.0,0.1287858758171
0,4,20000.0,0.11218173414017
0,4,21000.0,0.14674651124497
0,4,22000.0,0.0
0,4,23000.0,0.060401319275344
0,4,24000.0,0.081299451656031
0,4,25000.0,0.12253069035302
0,4,26000.0,0.023405603534063
0,4,27000.0,0.14431287692424
0,4,28000.0,0.078909302376329
0,4,29000.0,0.16334956360906
0,4,30000.0,0.16901881019901
0,4,31000.0,0.19500115098945
0,4,32000.0,0.39475040928219
0,4,33000.0,0.13912302525175
0,4,34000.0,0.20488390970122
0,4,35000.0,0.195541997383
0,4,36000.0,0.21819106831074
0,4,37000.0,0.090120361818059
0,4,38000.0,0.069297028261247
0,4,39000.0,0.16983052891307
0,4,40000.0,0.15210454902931
0,4,41000.0,0.086601398985726
0,4,42000.0,0.10813900943591
0,4,43000.0,0.1357309128335
0,4,44000.0,0.13716740715508
0,4,45000.0,0.14234033012643
0,4,46000.0,0.15230162876604
0,4,47000.0,0.099964795746471
0,4,48000.0,0.17947224667747
0,4,49000.0,0.17750939289278
0,4,50000.0,0.14585921476322
0,5,5000.0,0.74981540636296
0,5,6000.0,0.0
0,5,7000.0,0.15465560447335
0,5,8000.0,0.15185028543176
0,5,9000.0,0.36967232794433
0,5,10000.0,0.14736734464906
0,5,11000.0,0.098492875162921
0,5,12000.0,0.11217720471534
0,5,13000.0,0.084732403956562
0,5,14000.0,0.006163680726692
0,5,15000.0,0.045318119081478
0,5,16000.0,0.137624444315
0,5,17000.0,0.069855858062168
0,5,18000.0,0.16023571657551
0,5,19000.0,0.13103119873564
0,5,20000.0,-0.61155771511358
0,5,21000.0,-0.56865476723717
0,5,22000.0,0.062447289108157
0,5,23000.0,0.068110252022386
0,5,24000.0,0.015261811642315
0,5,25000.0,0.037768456764033
0,5,26000.0,0.076815063341948
0,5,27000.0,0.067522779976198
0,5,28000.0,0.10811339738319
0,5,29000.0,0.16879526425667
0,5,30000.0,0.16001268148125
0,5,31000.0,0.1889448986557
0,5,32000.0,0.11804437940783
0,5,33000.0,0.14328883702121
0,5,34000.0,-0.044395700241802
0,5,35000.0,0.17689916134667
0,5,36000.0,0.18037982584578
0,5,37000.0,0.13590213854003
0,5,38000.0,0.0
0,5,39000.0,0.10195860937448
0,5,40000.0,0.10210865911546
0,5,41000.0,0.11988762051349
0,5,42000.0,0.0
0,5,43000.0,0.15099341542827
0,5,44000.0,0.44770188461568
0,5,45000.0,0.12468463642127
0,5,46000.0,0.15897145005916
0,5,47000.0,0.13214370847384
0,5,48000.0,-0.50755008458457
0,5,49000.0,0.21390925547555
0,5,50000.0,-0.5077991596378
0,6,5000.0,0.11325894797535
0,6,6000.0,0.098978646894021
0,6,7000.0,0.13119595852162
0,6,8000.0,0.12613674653479
0,6,9000.0,0.13619964418462
0,6,10000.0,0.14765311603522
0,6,11000.0,0.14524643839332
0,6,12000.0,0.058022488725706
0,6,13000.0,0.29766582608036
0,6,14000.0,0.082930329991858
0,6,15000.0,0.0
0,6,16000.0,0.25435075120451
0,6,17000.0,0.10527742083747
0,6,18000.0,-0.34876271646465
0,6,19000.0,-0.55627475119881
0,6,20000.0,-0.55702040358152
0,6,21000.0,-0.53485525491199
0,6,22000.0,-0.57632431290801
0,6,23000.0,-0.53363383843196
0,6,24000.0,-0.55839646991425
0,6,25000.0,-0.55067524853987
0,6,26000.0,-0.54749451458478
0,6,27000.0,-0.57073602122041
0,6,28000.0,-0.26198963905649
0,6,29000.0,-0.25878052360298
0,6,30000.0,-0.31280359299143
0,6,31000.0,-0.45204737127037
0,6,32000.0,-0.077940815541548
0,6,33000.0,0.1136496757107
0,6,34000.0,0.035438048675888
0,6,35000.0,0.3997608640823
0,6,36000.0,0.046830373858674
0,6,37000.0,0.29834438693175
0,6,38000.0,0.061317539503537
0,6,39000.0,0.15605655463936
0,6,40000.0,-0.012012217345916
0,6,41000.0,0.36059845727686
0,6,42000.0,0.1577990521754
0,6,43000.0,0.29368020172278
0,6,44000.0,0.0023362166004485
0,6,45000.0,0.26501260012041
0,6,46000.0,0.31392955152494
0,6,47000.0,0.26800001967846
0,6,48000.0,0.27735162810886
0,6,49000.0,0.26834591005983
0,6,50000.0,0.35018864301775
0,7,5000.0,-0.66666666666667
0,7,6000.0,-0.59096474208816
0,7,7000.0,-0.52290329581565
0,7,8000.0,-0.56168685060016
0,7,9000.0,-0.19707214170725
0,7,10000.0,-0.30008872798952
0,7,11000.0,-0.56907682688858
0,7,12000.0,0.36108138247087
0,7,13000.0,0.44358633315885
0,7,14000.0,0.32638407509609
0,7,15000.0,0.38854732950525
0,7,16000.0,0.41676029921893
0,7,17000.0,0.38306286038488
0,7,18000.0,-0.67231573831636
0,7,19000.0,-0.58244175840112
0,7,20000.0,-0.7
0,7,21000.0,-0.7
0,7,22000.0,0.36789057107098
0,7,23000.0,0.45212511246566
0,7,24000.0,0.42644282190607
0,7,25000.0,0.46753583645043
0,7,26000.0,-0.61476823512318
0,7,27000.0,-0.57869984678249
0,7,28000.0,-0.59763073063079
0,7,29000.0,-0.57359235958917
0,7,30000.0,-0.23094197259148
0,7,31000.0,-0.28767397459535
0,7,32000.0,0.090598899793016
0,7,33000.0,0.36193927210213
0,7,34000.0,0.0084093030130761
0,7,35000.0,0.45733683708396
0,7,36000.0,0.18792725632442
0,7,37000.0,0.29682162943685
0,7,38000.0,0.30437881353483
0,7,39000.0,0.41791819376562
0,7,40000.0,0.30295276345442
0,7,41000.0,0.17488669018012
0,7,42000.0,0.37485627510053
0,7,43000.0,-0.029479060096635
0,7,44000.0,0.40732842887236
0,7,45000.0,0.25939214883206
0,7,46000.0,0.26081171223676
0,7,47000.0,-0.12171782716283
0,7,48000.0,0.22368803297278
0,7,49000.0,0.314069843657
0,7,50000.0,0.33667158345249
0,8,5000.0,0.018329709240489
0,8,6000.0,0.038971428276224
0,8,7000.0,0.071525543986173
0,8,8000.0,0.090946518552882
0,8,9000.0,0.049810160822281
0,8,10000.0,0.11087034817968
0,8,11000.0,0.0
0,8,12000.0,0.0
0,8,13000.0,0.14613323605425
0,8,14000.0,0.075321585184232
0,8,15000.0,0.10423339832856
0,8,16000.0,0.14335806660049
0,8,17000.0,0.066015191335415
0,8,18000.0,0.13902670970086
0,8,19000.0,0.17027175665231
0,8,20000.0,0.13184464671621
0,8,21000.0,-0.54584398305087
0,8,22000.0,0.023183991088828
0,8,23000.0,0.11281529326644
0,8,24000.0,0.13104194950643
0,8,25000.0,0.038197751614929
0,8,26000.0,-0.56772493845207
0,8,27000.0,-0.62097138127068
0,8,28000.0,-0.43141819533276
0,8,29000.0,-0.47368629647913
0,8,30000.0,-0.55104702547674
0,8,31000.0,-0.53323259508977
0,8,32000.0,0.0
0,8,33000.0,0.10512963068151
0,8,34000.0,0.16432258560489
0,8,35000.0,0.16950263894809
0,8,36000.0,0.36619322991724
0,8,37000.0,0.11410448114965
0,8,38000.0,-0.15750987441177
0,8,39000.0,0.12943762167358
0,8,40000.0,0.37254237182073
0,8,41000.0,0.32705060003085
0,8,42000.0,0.1
0,8,43000.0,0.34020725667362
0,8,44000.0,0.42038667705753
0,8,45000.0,0.3127407333611
0,8,46000.0,0.38143400719667
0,8,47000.0,0.17716627068688
0,8,48000.0,-0.08253901851682
0,8,49000.0,0.42061081913888
0,8,50000.0,0.32840835212415
0,9,5000.0,0.11674500969936
0,9,6000.0,0.013218434823748
0,9,7000.0,0.13292658277887
0,9,8000.0,0.11807610910259
0,9,9000.0,0.15785761300853
0,9,10000.0,0.15729696898953
0,9,11000.0,0.041479596526966
0,9,12000.0,0.0081068601914647
0,9,13000.0,0.075912238566295
0,9,14000.0,0.0
0,9,15000.0,0.030933365144985
0,9,16000.0,0.061876849949129
0,9,17000.0,0.044969334897639
0,9,18000.0,0.064194089867913
0,9,19000.0,0.12161431777925
0,9,20000.0,0.085870805245269
0,9,21000.0,0.14418574808426
0,9,22000.0,-0.59465128390612
0,9,23000.0,-0.60846890767157
0,9,24000.0,-0.60025609799298
0,9,25000.0,-0.61019929176065
0,9,26000.0,-0.62861959569319
0,9,27000.0,-0.66666666666667
0,9,28000.0,-0.57198256214486
0,9,29000.0,-0.45903803152626
0,9,30000.0,-0.4726714022765
0,9,31000.0,-0.51532959871964
0,9,32000.0,0.11798649087061
0,9,33000.0,0.14992633801282
0,9,34000.0,0.11906711365548
0,9,35000.0,0.21049666765595
0,9,36000.0,0.15319606560602
0,9,37000.0,0.44385859909243
0,9,38000.0,0.1034169464968
0,9,39000.0,0.43062340805949
0,9,40000.0,0.39394072721012
0,9,41000.0,0.4112984125192
0,9,42000.0,0.3
0,9,43000.0,0.40613985677651
0,9,44000.0,0.44144512808514
0,9,45000.0,0.43897132581691
0,9,46000.0,0.84357501355304
0,9,47000.0,0.79463005022519
0,9,48000.0,-0.54866091406177
0,9,49000.0,-0.17846970515621
0,9,50000.0,-0.10015714416981
0,10,5000.0,0.31876775292678
0,10,6000.0,0.0
0,10,7000.0,0.044953265699996
0,10,8000.0,0.035984724067252
0,10,9000.0,0.077758342449109
0,10,10000.0,0.053494845835801
0,10,11000.0,0.031837256733956
0,10,12000.0,0.0
0,10,13000.0,0.31230565112007
0,10,14000.0,-0.7
0,10,15000.0,-0.59742842814971
0,10,16000.0,-0.59288433127513
0,10,17000.0,-0.66666666666667
0,10,18000.0,-0.66666666666667
0,10,19000.0,-0.7
0,10,20000.0,-0.5
0,10,21000.0,-0.51376706675758
0,10,22000.0,-0.59529161207521
0,10,23000.0,-0.57646412151745
0,10,24000.0,-0.54647664923451
0,10,25000.0,-0.29898813491587
0,10,26000.0,-0.38704099003875
0,10,27000.0,-0.58479926441514
0,10,28000.0,-0.55957951815711
0,10,29000.0,-0.47673908732589
0,10,30000.0,-0.29554965857967
0,10,31000.0,-0.47620828421592
0,10,32000.0,0.41624341076542
0,10,33000.0,0.36064723690947
0,10,34000.0,0.20427936763908
0,10,35000.0,0.16635927962817
0,10,36000.0,0.38384728393855
0,10,37000.0,-0.032056369815154
0,10,38000.0,0.0
0,10,39000.0,0.3631270327478
0,10,40000.0,0.49312279193954
0,10,41000.0,0.19702131816244
0,10,42000.0,0.15076450569686
0,10,43000.0,0.46171804419422
0,10,44000.0,0.41868901704469
0,10,45000.0,0.026841198172457
0,10,46000.0,0.35462406660382
0,10,47000.0,0.097851413517121
0,10,48000.0,0.3345964142751
0,10,49000.0,0.43884461503692
0,10,50000.0,0.418525679469
0,11,5000.0,-0.5558539392067
0,11,6000.0,-0.62326740750308
0,11,7000.0,0.13251149257947
0,11,8000.0,-0.53968352737437
0,11,9000.0,-0.55803385397282
0,11,10000.0,-0.30463227446036
0,11,11000.0,-0.39086075903355
0,11,12000.0,0.12448953271514
0,11,13000.0,0.13653703050985
0,11,14000.0,0.23178154022091
0,11,15000.0,0.0011703873120609
0,11,16000.0,0.13050241842531
0,11,17000.0,0.30895756498938
0,11,18000.0,0.30775576543059
0,11,19000.0,0.28453193908548
0,11,20000.0,0.25314636302554
0,11,21000.0,0.22147927103116
0,11,22000.0,-0.53408263751529
0,11,23000.0,-0.31570478636141
0,11,24000.0,-0.27475053621551
0,11,25000.0,-0.28984370662003
0,11,26000.0,-0.30708538813777
0,11,27000.0,-0.35142554309582
0,11,28000.0,-0.37366850468812
0,11,29000.0,-0.61376000956219
0,11,30000.0,-0.60446596653113
0,11,31000.0,-0.57631977318502
0,11,32000.0,0.27710411473624
0,11,33000.0,0.32447068345573
0,11,34000.0,0.16736157738215
0,11,35000.0,0.28643056950891
0,11,36000.0,0.35757922362722
0,11,37000.0,0.10650295288572
0,11,38000.0,0.11899487588367
0,11,39000.0,0.23484810607185
0,11,40000.0,0.23406341254072
0,11,41000.0,0.12976049676252
0,11,42000.0,0.27083517418582
0,11,43000.0,-0.05251743208613
0,11,44000.0,0.29783917502315
0,11,45000.0,0.14385846874507
0,11,46000.0,0.28787120629563
0,11,47000.0,-0.17213617137977
0,11,48000.0,0.2066778260189
0,11,49000.0,0.30626818633112
0,11,50000.0,0.24726948129901
0,12,5000.0,0.0
0,12,6000.0,0.059314122732152
0,12,7000.0,0.024846731919645
0,12,8000.0,0.015414930628036
0,12,9000.0,0.3880316558069
0,12,10000.0,0.3914099167317
0,12,11000.0,0.3
0,12,12000.0,0.31969773752504
0,12,13000.0,0.71080470645605
0,12,14000.0,0.33807544157067
0,12,15000.0,0.38275821471569
0,12,16000.0,0.36753184099237
0,12,17000.0,0.38144753718884
0,12,18000.0,0.41748972593989
0,12,19000.0,0.40569651129713
0,12,20000.0,0.31314413876951
0,12,21000.0,-0.61031635806935
0,12,22000.0,0.40031256439079
0,12,23000.0,0.39755199639062
0,12,24000.0,0.37393607277055
0,12,25000.0,-0.61172226599084
0,12,26000.0,-0.58632900240745
0,12,27000.0,-0.64035590083805
0,12,28000.0,-0.44787171926494
0,12,29000.0,-0.52410994458034
0,12,30000.0,-0.54541663488252
0,12,31000.0,-0.57515694501769
0,12,32000.0,0.42489470894391
0,12,33000.0,0.38614397251156
0,12,34000.0,0.85058428398978
0,12,35000.0,0.43442098042064
0,12,36000.0,0.0040237513543698
0,12,37000.0,0.35362743368527
0,12,38000.0,0.3550007620483
0,12,39000.0,0.41919905649688
0,12,40000.0,0.46316102057956
0,12,41000.0,0.45478243346859
0,12,42000.0,0.38031577975016
0,12,43000.0,0.41873740143069
0,12,44000.0,0.46895321713053
0,12,45000.0,0.44797185024964
0,12,46000.0,0.46343305783779
0,12,47000.0,-0.64547759885856
0,12,48000.0,-0.55928961260258
0,12,49000.0,-0.22477474084061
0,12,50000.0,-0.54160645584335
0,13,5000.0,0.067620241082017
0,13,6000.0,0.038973189194545
0,13,7000.0,0.074624808691306
0,13,8000.0,0.072236174277591
0,13,9000.0,0.1005353679454
0,13,10000.0,-0.53576065701295
0,13,11000.0,-0.66396096956143
0,13,12000.0,0.024512553190875
0,13,13000.0,0.0
0,13,14000.0,0.0
0,13,15000.0,0.31286400751409
0,13,16000.0,0.40634361003674
0,13,17000.0,0.3
0,13,18000.0,0.37674328375523
0,13,19000.0,0.40809511934406
0,13,20000.0,0.088146762784053
0,13,21000.0,0.42186376662028
0,13,22000.0,0.84607093098699
