run,type,module,name,attrname,attrvalue,vectime,vecvalue
General-0-20251226-14:50:24-93475,runattr,,,configname,General,,
General-0-20251226-14:50:24-93475,runattr,,,datetime,20251226-14:50:24,,
General-0-20251226-14:50:24-93475,runattr,,,datetimef,20251226-145024,,
General-0-20251226-14:50:24-93475,runattr,,,experiment,General,,
General-0-20251226-14:50:24-93475,runattr,,,inifile,omnetpp.ini,,
General-0-20251226-14:50:24-93475,runattr,,,iterationvars,,,
General-0-20251226-14:50:24-93475,runattr,,,iterationvarsd,,,
General-0-20251226-14:50:24-93475,runattr,,,iterationvarsf,,,
General-0-20251226-14:50:24-93475,runattr,,,measurement,,,
General-0-20251226-14:50:24-93475,runattr,,,network,src.AdhocNetwork1,,
General-0-20251226-14:50:24-93475,runattr,,,processid,93475,,
General-0-20251226-14:50:24-93475,runattr,,,repetition,0,,
General-0-20251226-14:50:24-93475,runattr,,,replication,#0,,
General-0-20251226-14:50:24-93475,runattr,,,resultdir,results,,
General-0-20251226-14:50:24-93475,runattr,,,runnumber,0,,
General-0-20251226-14:50:24-93475,runattr,,,seedset,0,,
General-0-20251226-14:50:24-93475,config,,,image-path,../../../inet4.5/images,,
General-0-20251226-14:50:24-93475,config,,,repeat,5,,
General-0-20251226-14:50:24-93475,config,,,network,src.AdhocNetwork1,,
General-0-20251226-14:50:24-93475,config,,,sim-time-limit,50s,,
General-0-20251226-14:50:24-93475,config,,,*.host[*].ipv4.arp.typename,GlobalArp,,
General-0-20251226-14:50:24-93475,config,,,*.host[*].numApps,3,,
General-0-20251226-14:50:24-93475,config,,,*.host[*].app[0].typename,src.cluster.ClusterApp,,
General-0-20251226-14:50:24-93475,config,,,*.host[*].app[0].localPort,4000,,
General-0-20251226-14:50:24-93475,config,,,*.host[*].app[0].destPort,4000,,
General-0-20251226-14:50:24-93475,config,,,*.host[*].app[0].helloInterval,1s,,
General-0-20251226-14:50:24-93475,config,,,*.host[*].app[0].cfInterval,3s,,
General-0-20251226-14:50:24-93475,config,,,*.host[*].app[0].hldTimeThreshold,1s,,
General-0-20251226-14:50:24-93475,config,,,*.host[*].app[0].maxTrials,3,,
General-0-20251226-14:50:24-93475,config,,,*.host[*].app[0].requestTimeout,1s,,
General-0-20251226-14:50:24-93475,config,,,*.host[*].app[0].maxClusterSize,10,,
General-0-20251226-14:50:24-93475,config,,,*.host[*].app[1].typename,src.tcp.RecordingTcpClientApp,,
General-0-20251226-14:50:24-93475,config,,,*.host[*].app[1].delaySamplePeriod,1s,,
General-0-20251226-14:50:24-93475,config,,,*.host[*].app[1].delayStaleWindow,3s,,
General-0-20251226-14:50:24-93475,config,,,*.host[*].app[1].connectPort,1000,,
General-0-20251226-14:50:24-93475,config,,,*.host[*].app[1].tOpen,"uniform(1s, 2s)",,
General-0-20251226-14:50:24-93475,config,,,*.host[*].app[1].tSend,"uniform(1s, 2s)",,
General-0-20251226-14:50:24-93475,config,,,*.host[*].app[1].thinkTime,"uniform(0s, 1s)",,
General-0-20251226-14:50:24-93475,config,,,*.host[*].app[1].idleInterval,"uniform(3s, 5s)",,
General-0-20251226-14:50:24-93475,config,,,*.host[*].app[1].sendBytes,200B,,
General-0-20251226-14:50:24-93475,config,,,*.host[*].app[1].sendInterval,"uniform(1s, 2s)",,
