rep,t,mean_Ec,n_hosts_used
0,1000.0,1.0,24
0,2000.0,0.0,24
0,3000.0,0.21980348384934112,24
0,4000.0,0.3273423883527738,24
0,5000.0,0.2234893746886336,24
0,6000.0,0.19137193369825337,24
0,7000.0,0.26931106080209255,24
0,8000.0,0.2875783021016211,24
0,9000.0,0.2610447068782819,24
0,10000.0,0.2701636632925475,24
0,11000.0,0.22716101624478066,24
0,12000.0,0.2404576029216573,24
0,13000.0,0.2946823980960075,24
0,14000.0,0.2612777875855948,24
0,15000.0,0.2611207272293912,24
0,16000.0,0.26684154137528177,24
0,17000.0,0.19963095991020152,24
0,18000.0,0.2915004786322694,24
0,19000.0,0.28561652602263166,24
0,20000.0,0.22711037450937865,24
0,21000.0,0.2716848431501673,24
0,22000.0,0.23220145994172361,24
0,23000.0,0.21873160861104665,24
0,24000.0,0.2947635060221308,24
0,25000.0,0.2732297869880734,24
0,26000.0,0.26141171083933906,24
0,27000.0,0.2773776861387962,24
0,28000.0,0.30426072439141777,24
0,29000.0,0.24583225262827715,24
0,30000.0,0.2683390516233019,24
0,31000.0,0.28583458325793226,24
0,32000.0,0.24281799356198974,24
0,33000.0,0.27823799736576066,24
0,34000.0,0.2706358986107103,24
0,35000.0,0.2643623405653013,24
0,36000.0,0.3218791903349288,24
0,37000.0,0.27495578441990315,24
0,38000.0,0.19546442379664616,24
0,39000.0,0.32733530149080164,24
0,40000.0,0.3158478022436771,24
0,41000.0,0.20004612534730248,24
0,42000.0,0.24094722830062107,24
0,43000.0,0.2312093126730124,24
0,44000.0,0.3031449739394469,24
0,45000.0,0.21452611592457727,24
0,46000.0,0.25674663505823625,24
0,47000.0,0.28006414288076514,24
0,48000.0,0.28143897657787603,24
0,49000.0,0.2847835461296884,24
0,50000.0,0.2203533037753048,24
1,1000.0,1.0,24
1,2000.0,0.0,24
1,3000.0,0.16808017127300276,24
1,4000.0,0.3281374658559733,24
1,5000.0,0.2457733900105892,24
1,6000.0,0.21335328783121021,24
1,7000.0,0.17810078901050944,24
1,8000.0,0.28889352201770196,24
1,9000.0,0.2681791952306726,24
1,10000.0,0.24158777947945928,24
1,11000.0,0.16223065163982286,24
1,12000.0,0.25775630324659987,24
1,13000.0,0.29663580125538586,24
1,14000.0,0.22393514043920104,24
1,15000.0,0.1858202851705587,24
1,16000.0,0.2907756582458583,24
1,17000.0,0.22670250151915416,24
1,18000.0,0.1383023500993514,24
1,19000.0,0.23658626363785107,24
1,20000.0,0.20723674295306374,24
1,21000.0,0.18564706079679572,24
1,22000.0,0.23389825332314207,24
1,23000.0,0.16818308224621745,24
1,24000.0,0.2027906157746223,24
1,25000.0,0.27858354735500923,24
1,26000.0,0.1321886764918296,24
1,27000.0,0.2013286410301525,24
1,28000.0,0.2550816001577746,24
1,29000.0,0.19842381327107672,24
1,30000.0,0.14234748450567417,24
1,31000.0,0.22660983052321507,24
1,32000.0,0.20963710377869307,24
1,33000.0,0.1914858457057307,24
1,34000.0,0.1792454845735538,24
1,35000.0,0.1417085654694483,24
1,36000.0,0.17186875427266177,24
1,37000.0,0.2785252120105896,24
1,38000.0,0.11883228516477355,24
1,39000.0,0.07891167921320842,24
1,40000.0,0.22962782213120933,24
1,41000.0,0.21219435323405858,24
1,42000.0,0.13712218629263026,24
1,43000.0,0.2343911704984981,24
1,44000.0,0.16758303140438077,24
1,45000.0,0.18565424988363,24
1,46000.0,0.2498942971966929,24
1,47000.0,0.16336663335093868,24
1,48000.0,0.16215113279889803,24
1,49000.0,0.2307049082608433,24
1,50000.0,0.13758065451281695,24
2,1000.0,1.0,24
2,2000.0,0.0,24
2,3000.0,0.2971995059079789,24
2,4000.0,0.34711944980255033,24
2,5000.0,0.27335360633791633,24
2,6000.0,0.3358417428871747,24
2,7000.0,0.22487213942148335,24
2,8000.0,0.3826035163713069,24
2,9000.0,0.36254188423016026,24
2,10000.0,0.32691583033309396,24
2,11000.0,0.2756614572944197,24
2,12000.0,0.37512078766813395,24
2,13000.0,0.34520160745157735,24
2,14000.0,0.3631994872240056,24
2,15000.0,0.32538126392158634,24
2,16000.0,0.25934350615423424,24
2,17000.0,0.34698565230161643,24
2,18000.0,0.37535402078976715,24
2,19000.0,0.24114538775532715,24
2,20000.0,0.3276872173787693,24
2,21000.0,0.3589699146806021,24
2,22000.0,0.3120746490092134,24
2,23000.0,0.26495407325249276,24
2,24000.0,0.3134173658146529,24
2,25000.0,0.3282239522766954,24
2,26000.0,0.3409771791976112,24
2,27000.0,0.30489066184942093,24
2,28000.0,0.30062695488266755,24
2,29000.0,0.3426256450690017,24
2,30000.0,0.36154457163367465,24
2,31000.0,0.31899368520351173,24
2,32000.0,0.28747440955969533,24
2,33000.0,0.3532799771314856,24
2,34000.0,0.28158644039610486,24
2,35000.0,0.3530111633188872,24
2,36000.0,0.30276889896200515,24
2,37000.0,0.29631082016154575,24
2,38000.0,0.27937949449727856,24
2,39000.0,0.31540781928623923,24
2,40000.0,0.2761661612254919,24
2,41000.0,0.24810875457832435,24
2,42000.0,0.30305320398031416,24
2,43000.0,0.3588694681478147,24
2,44000.0,0.26374985601707446,24
2,45000.0,0.3393913373664801,24
2,46000.0,0.31043768868962124,24
2,47000.0,0.3391951552219898,24
2,48000.0,0.3337116113530645,24
2,49000.0,0.38338324423813935,24
2,50000.0,0.3808374127135375,24
3,1000.0,1.0,24
3,2000.0,0.0,24
3,3000.0,0.20580667429164576,24
3,4000.0,0.3535310947992029,24
3,5000.0,0.3436373036604204,24
3,6000.0,0.24354108001417293,24
3,7000.0,0.20706878921575214,24
3,8000.0,0.3499641734075816,24
3,9000.0,0.3332735291221271,24
3,10000.0,0.27950553396474204,24
3,11000.0,0.2356274748715869,24
3,12000.0,0.32772529079289375,24
3,13000.0,0.30804700897046966,24
3,14000.0,0.31218748246333655,24
3,15000.0,0.2928291813644108,24
3,16000.0,0.26700166936675457,24
3,17000.0,0.2637537810604137,24
3,18000.0,0.28338191324963097,24
3,19000.0,0.30073190427920643,24
3,20000.0,0.30047641454646623,24
3,21000.0,0.26922880104118746,24
3,22000.0,0.2456545934294688,24
3,23000.0,0.2793809177855979,24
3,24000.0,0.27852545544541485,24
3,25000.0,0.2691677620108024,24
3,26000.0,0.27687635854612386,24
3,27000.0,0.27785378833290003,24
3,28000.0,0.23265103812601629,24
3,29000.0,0.2542452956074302,24
3,30000.0,0.2695727346147534,24
3,31000.0,0.18696592322740405,24
3,32000.0,0.2700473760878854,24
3,33000.0,0.22852577244699157,24
3,34000.0,0.2207706232590885,24
3,35000.0,0.20586227084907938,24
3,36000.0,0.2713272764887139,24
3,37000.0,0.24717859227650837,24
3,38000.0,0.24916761516179997,24
3,39000.0,0.2601720410693062,24
3,40000.0,0.18207610336811586,24
3,41000.0,0.25453866959238375,24
3,42000.0,0.18525805030135176,24
3,43000.0,0.21394433664630041,24
3,44000.0,0.23157499111984026,24
3,45000.0,0.24980483539058096,24
3,46000.0,0.18760877608097618,24
3,47000.0,0.2104479402170364,24
3,48000.0,0.2950797565292587,24
3,49000.0,0.22408442863615863,24
3,50000.0,0.19661509391457974,24
4,1000.0,1.0,24
4,2000.0,0.0,24
