t,mean,sd_across_runs,n_runs_used,ci95_low,ci95_high
5000.0,144.58859438686727,0.13837586550495384,5,0.0,316.4049248046549
6000.0,95.84666290122759,0.0804620535160367,5,0.0,195.75349797363518
7000.0,94.64106007113234,0.0815498309825738,5,0.0,195.89854926179635
8000.0,261.49038053036224,0.28347301799176966,5,0.0,613.4686214329112
9000.0,174.43682956060152,0.18121997540885143,5,0.0,399.4511487811442
10000.0,147.19211896274942,0.14373854115982274,5,0.0,325.6670906752316
11000.0,11.455364083677031,0.005392724577654413,5,4.759412123374935,18.151316043979126
12000.0,14.227012174721757,0.007630127432458936,5,4.752957640130555,23.701066709312958
13000.0,11.78342323985294,0.00581273912134353,5,4.565954341930085,19.000892137775796
14000.0,36.29423876487785,0.06707715551865404,5,0.0,119.58152787430568
15000.0,33.65757702021423,0.06097697120869028,5,0.0,109.37048688955255
16000.0,40.09125612484531,0.07434927655441625,5,0.0,132.40807611495936
17000.0,139.61167412642837,0.29899722197818107,5,0.0,510.8657602196757
18000.0,146.84399800514666,0.3162116494126821,5,0.0,539.4726188935052
19000.0,162.49425806117998,0.2596283076081425,5,0.0,484.8653805327835
20000.0,157.42500056688198,0.3353933185080746,5,0.0,573.870809396447
21000.0,207.07209372727365,0.4467062155080582,5,0.0,761.7311192974826
22000.0,106.39549678537823,0.22394056830794695,5,0.0,384.45443819064735
23000.0,6.954554111413756,0.00044789860183643286,5,6.398414542667655,7.510693680159859
24000.0,45.59261593124135,0.08302906318014944,5,0.0,148.68681448661883
25000.0,49.915126100244386,0.09468934723350798,5,0.0,167.48747957350665
26000.0,52.19625726082648,0.10245789582832535,5,0.0,179.41453784256993
27000.0,6.080685698873259,0.0009053412241986926,5,4.956556094696017,7.204815303050499
28000.0,7.133061532218205,0.0007814497246457613,5,6.162763542719317,8.103359521717094
29000.0,7.005779542411429,0.0006674828065634283,5,6.176990172081611,7.834568912741247
30000.0,6.520144252932941,0.0007386888312685314,5,5.602940925271589,7.4373475805942935
31000.0,135.03870064763925,0.2873998070360433,5,0.0,491.8926941350037
32000.0,135.4144804189858,0.28712506784834163,5,0.0,491.92734014808536
33000.0,126.40448180433647,0.2680190305456929,5,0.0,459.19406286639895
34000.0,6.033765631737778,0.0007057195193631423,5,5.157499111714899,6.9100321517606575
35000.0,6.129637960452181,0.0007234705779738287,5,5.231330590022407,7.027945330881955
36000.0,6.117731834126033,0.0011018111946216598,5,4.749652540946435,7.485811127305632
37000.0,5.869497957866288,0.0013573976101242606,5,4.184066214127161,7.554929701605414
38000.0,6.583350099821847,0.0014885971020853176,5,4.735012670332051,8.431687529311644
39000.0,7.078105142128593,0.0025928788975643764,5,3.8586207633206353,10.29758952093655
40000.0,7.038224885617858,0.003028783368310104,5,3.2774936188288635,10.798956152406854
41000.0,6.790115888352449,0.0011599937149949953,5,5.349793454300522,8.230438322404373
42000.0,7.100363286287009,0.0015379321131922562,5,5.1907683496547445,9.009958222919273
43000.0,7.267380199295238,0.0013699146754368213,5,5.566406466194341,8.968353932396138
44000.0,6.920013116510001,0.0012479216731135136,5,5.3705137024267415,8.469512530593258
45000.0,6.712166658251346,0.001797504871906061,5,4.480269572209718,8.944063744292976
46000.0,6.631815453149281,0.0021482070808852725,5,3.964464060127632,9.29916684617093
47000.0,8.656187374582151,0.0031400557494433655,5,4.757293198145577,12.555081551018725
48000.0,8.18241703371579,0.0025418530599172783,5,5.026289600492425,11.338544466939155
49000.0,7.720674865349205,0.003319134803557097,5,3.599424674587228,11.841925056111185
50000.0,5.641650028986548,0.0012435881686836256,5,4.097531371339937,7.185768686633158
