rep,t,mean_delay_sec,n_hosts_used
0,5000.0,0.7482999384165556,9
0,6000.0,0.7428947019261112,9
0,7000.0,0.7428947019261112,9
0,8000.0,0.021482294757666665,3
0,9000.0,0.025663814992800005,5
0,10000.0,0.0490335632029,10
0,11000.0,0.05510230189450001,10
0,12000.0,0.0651520835607143,7
0,13000.0,0.03134934262,3
0,14000.0,0.00545636738675,4
0,15000.0,0.597975730661,7
0,16000.0,0.6976383524378332,6
0,17000.0,1.084426915192625,8
0,18000.0,0.7022732962384285,7
0,19000.0,0.45880829390309086,11
0,20000.0,0.07755873723488889,9
0,21000.0,0.04317696928657143,7
0,22000.0,0.0519412268565,8
0,23000.0,1.9863166445975453,11
0,24000.0,1.9970890557924614,13
0,25000.0,2.860288208338444,9
0,26000.0,0.4703776246997777,9
0,27000.0,0.020277036727625,8
0,28000.0,0.018261830102,9
0,29000.0,1.8206768549757142,7
0,30000.0,1.441865248134889,9
0,31000.0,1.465999034786889,9
0,32000.0,0.0864966106085,8
0,33000.0,0.06828646385533334,6
0,34000.0,0.041417296828,4
0,35000.0,0.008163356680249999,4
0,36000.0,0.016326713360499998,2
0,37000.0,0.3372236802406,5
0,38000.0,0.4133662436205,4
0,39000.0,1.792274860439625,8
0,40000.0,2.1141223181725,6
0,41000.0,2.3078019132922853,7
0,42000.0,2.5195082825501998,5
0,43000.0,4.3265447314122,5
0,44000.0,4.54365570496725,4
0,45000.0,3.0156536303763333,3
0,46000.0,0.05028189435214286,7
0,47000.0,1.248662707203111,9
0,48000.0,1.4047455456034998,8
0,49000.0,1.5845663559212857,7
0,50000.0,0.03812520142083333,6
1,5000.0,0.6695148181189999,5
1,6000.0,1.0652190311529999,3
1,7000.0,0.8090128159707499,4
1,8000.0,0.039469074478,3
1,9000.0,0.48697270891557143,7
1,10000.0,0.72284958107075,8
1,11000.0,0.72638897951075,8
1,12000.0,1.0037065614191112,9
1,13000.0,0.6663543989286,10
1,14000.0,1.4276599768162728,11
1,15000.0,1.0305386878595555,9
1,16000.0,0.8617653597751818,11
1,17000.0,0.03935835952188889,9
1,18000.0,0.04393815291933333,9
1,19000.0,1.3629405621925714,7
1,20000.0,2.0880085205892223,9
1,21000.0,2.094287054681889,9
1,22000.0,1.0730757807927778,9
1,23000.0,0.32024833531418184,11
1,24000.0,0.3442990873267,10
