rep,t,mean_rlReward,n_hosts_used
0,5000.0,0.166865207294179,24
0,6000.0,-0.07786125627054825,24
0,7000.0,-0.1472243745770723,24
0,8000.0,-0.2081506375813147,24
0,9000.0,-0.24946698925018299,24
0,10000.0,-0.23943364473194895,24
0,11000.0,-0.30171575298375997,24
0,12000.0,0.20599480785813942,24
0,13000.0,0.20571196928249877,24
0,14000.0,0.20954308838487687,24
0,15000.0,0.20085844759384267,24
0,16000.0,0.1973736639462568,24
0,17000.0,0.251579561360195,24
0,18000.0,0.16055153246479908,24
0,19000.0,0.2748347852523068,24
0,20000.0,0.21583918848679698,24
0,21000.0,0.15807936086042262,24
0,22000.0,0.2605269683791926,24
0,23000.0,0.2530963744458777,24
0,24000.0,0.254287344781382,24
0,25000.0,0.2238171877227084,24
0,26000.0,0.261450253613843,24
0,27000.0,0.22362192628038258,24
0,28000.0,0.24266602803139706,24
0,29000.0,0.2405127419351889,24
0,30000.0,0.2479785341828253,24
0,31000.0,0.17468459579718595,24
0,32000.0,0.26446396731143257,24
0,33000.0,0.17767288357243718,24
0,34000.0,0.22315429432097142,24
0,35000.0,0.2263863974282758,24
0,36000.0,0.09394675907394677,24
0,37000.0,0.11853847480535308,24
0,38000.0,0.11985900783916571,24
0,39000.0,0.14498897874675262,24
0,40000.0,0.06911719236378601,24
0,41000.0,0.12032978039646668,24
0,42000.0,0.33550565933555454,24
0,43000.0,0.28392464622722424,24
0,44000.0,0.3058243439214104,24
0,45000.0,0.3148801639426442,24
0,46000.0,0.32570876761467704,24
0,47000.0,0.32015683105983905,24
0,48000.0,0.3154353997864046,24
0,49000.0,0.34082329637344455,24
0,50000.0,0.30809463726236624,24
1,5000.0,0.10154153720032466,24
1,6000.0,0.022282309766588803,24
1,7000.0,-0.062434653449880036,24
1,8000.0,-0.10188467660578172,24
1,9000.0,-0.06825649653729329,24
1,10000.0,-0.20670381660122383,24
1,11000.0,-0.2778157376609958,24
1,12000.0,0.10609879868452009,24
