rep,host,t,rlReward
0,0,5000.0,0.10403442388363
0,0,6000.0,0.083916948075369
0,0,7000.0,0.071293509528331
0,0,8000.0,0.3949251120495
0,0,9000.0,0.10508609913118
0,0,10000.0,0.11629162146594
0,0,11000.0,0.083084264970836
0,0,12000.0,0.080860389589475
0,0,13000.0,0.12407638139769
0,0,14000.0,0.10054597828762
0,0,15000.0,0.26042595391836
0,0,16000.0,0.10913866574974
0,0,17000.0,0.3626738430621
0,0,18000.0,0.3707828120195
0,0,19000.0,0.37342092524835
0,0,20000.0,0.39496359822549
0,0,21000.0,0.39015609735476
0,0,22000.0,0.34134696011682
0,0,23000.0,0.39524727372723
0,0,24000.0,0.36299675946299
0,0,25000.0,0.40031298202583
0,0,26000.0,0.37808750276157
0,0,27000.0,0.33448961141013
0,0,28000.0,0.3975593292458
0,0,29000.0,0.39473959976402
0,0,30000.0,0.37810299582784
0,0,31000.0,0.38666692420075
0,0,32000.0,0.36050036200372
0,0,33000.0,0.38550712039989
0,0,34000.0,0.37535528277436
0,0,35000.0,0.39014010627721
0,0,36000.0,0.39799903617493
0,0,37000.0,0.37378696146874
0,0,38000.0,0.37126362361821
0,0,39000.0,0.409326741362
0,0,40000.0,0.41088127206293
0,0,41000.0,0.37345302763461
0,0,42000.0,0.35341234104854
0,0,43000.0,0.3985934635006
0,0,44000.0,0.4045245454765
0,0,45000.0,0.39432716816617
0,0,46000.0,0.38334388437982
0,0,47000.0,0.1711066654478
0,0,48000.0,0.39696733814029
0,0,49000.0,0.3926718741751
0,0,50000.0,0.3958435146441
0,1,5000.0,0.10099551918965
0,1,6000.0,0.11676704128584
0,1,7000.0,0.092942445381221
0,1,8000.0,0.11532800864112
0,1,9000.0,0.11977408465766
0,1,10000.0,0.12041236265608
0,1,11000.0,0.078415181820647
0,1,12000.0,0.093483208201303
0,1,13000.0,0.13905466084606
0,1,14000.0,0.094335637837622
0,1,15000.0,0.80468445371046
0,1,16000.0,0.12072177955295
0,1,17000.0,-0.59371140009193
0,1,18000.0,-0.56113056976289
0,1,19000.0,-0.535490318972
0,1,20000.0,-0.56987487258509
0,1,21000.0,-0.55026926490924
0,1,22000.0,0.060843737603923
0,1,23000.0,0.11413863774829
0,1,24000.0,-0.056025978710841
0,1,25000.0,0.41369157876182
0,1,26000.0,0.37583325596683
0,1,27000.0,0.35530181028839
0,1,28000.0,0.4141358588914
0,1,29000.0,0.41173386248767
0,1,30000.0,0.40971295104522
0,1,31000.0,0.40196959091076
0,1,32000.0,0.37854724234769
0,1,33000.0,0.41702118693098
0,1,34000.0,0.40288773108011
0,1,35000.0,0.40083162406264
0,1,36000.0,0.41845748439577
0,1,37000.0,0.079705089708989
0,1,38000.0,0.39585165994781
0,1,39000.0,0.43133771749556
0,1,40000.0,0.81635401554491
0,1,41000.0,0.38553149420246
0,1,42000.0,0.37756357322199
0,1,43000.0,0.3803439840591
0,1,44000.0,0.41948798608836
0,1,45000.0,0.24411702275626
0,1,46000.0,0.39757475903686
0,1,47000.0,0.3563996274019
0,1,48000.0,0.41151821887619
0,1,49000.0,0.41041707658826
0,1,50000.0,0.41416764373692
0,2,5000.0,-0.58821739956815
0,2,6000.0,-0.5612191922549
0,2,7000.0,-0.57762551874486
0,2,8000.0,-0.19739583410131
0,2,9000.0,-0.3258513456435
0,2,10000.0,-0.44358142770882
0,2,11000.0,-0.5652811611985
0,2,12000.0,0.38518699449236
0,2,13000.0,0.41131029013069
0,2,14000.0,0.39358999754091
0,2,15000.0,0.41219138962941
0,2,16000.0,0.39152701711637
0,2,17000.0,-0.64266624534409
0,2,18000.0,-0.60212957562355
0,2,19000.0,-0.60347187418806
0,2,20000.0,-0.61833980185173
0,2,21000.0,-0.59697145613622
0,2,22000.0,0.36584566963443
0,2,23000.0,0.39036664674167
0,2,24000.0,0.27681764850999
0,2,25000.0,0.40563716519822
0,2,26000.0,0.089838295742587
0,2,27000.0,-0.11320649914725
0,2,28000.0,0.40677870133063
0,2,29000.0,0.27524916059665
0,2,30000.0,0.24743035440176
0,2,31000.0,0.28019392490289
0,2,32000.0,0.23595569852372
0,2,33000.0,0.26024947665755
0,2,34000.0,0.28501572190407
0,2,35000.0,0.27574612505557
0,2,36000.0,0.28883080972173
0,2,37000.0,0.23198628208115
0,2,38000.0,0.25873690299962
0,2,39000.0,0.30496959539745
0,2,40000.0,0.28342923658492
0,2,41000.0,-0.57390957838672
0,2,42000.0,0.22701805960491
0,2,43000.0,0.081491927798725
0,2,44000.0,0.2489025700953
0,2,45000.0,0.22774788914427
0,2,46000.0,0.24028195960022
0,2,47000.0,0.17106464553495
0,2,48000.0,0.26755427222317
0,2,49000.0,0.28544691171808
0,2,50000.0,0.25906298492017
0,4,5000.0,0.054735126094962
0,4,6000.0,0.089805251377184
0,4,7000.0,0.071716922742044
0,4,8000.0,0.086910418013572
0,4,9000.0,0.10266872210311
0,4,10000.0,0.26521502510254
0,4,11000.0,0.089423886197792
0,4,12000.0,0.066782311843691
0,4,13000.0,0.08781295429888
0,4,14000.0,0.085067888465044
0,4,15000.0,0.10147456711853
0,4,16000.0,0.093239087964569
0,4,17000.0,0.011528838068863
0,4,18000.0,0.091133944217189
0,4,19000.0,0.097205543557766
0,4,20000.0,0.085183266842074
0,4,21000.0,0.094179577639635
0,4,22000.0,0.053439770966913
0,4,23000.0,0.08616835837414
0,4,24000.0,0.099626809856878
0,4,25000.0,0.098599407015702
0,4,26000.0,0.078148296933334
0,4,27000.0,0.053050534114851
0,4,28000.0,0.097490217496339
0,4,29000.0,0.084640331674173
0,4,30000.0,0.10296970511096
0,4,31000.0,0.1082875643113
0,4,32000.0,0.03265086123783
0,4,33000.0,0.10608760201468
0,4,34000.0,0.39612955422267
0,4,35000.0,0.38867686956079
0,4,36000.0,0.38447726183284
0,4,37000.0,0.36156749689313
0,4,38000.0,0.38922162854821
0,4,39000.0,0.40022003983077
0,4,40000.0,0.3879828083745
0,4,41000.0,-0.10471361497845
0,4,42000.0,0.35293396550175
0,4,43000.0,0.38210631348152
0,4,44000.0,-0.085392333727491
0,4,45000.0,0.3734175538026
0,4,46000.0,0.38463015183059
0,4,47000.0,0.33821387594545
0,4,48000.0,0.37031412027026
0,4,49000.0,0.39086356222835
0,4,50000.0,0.38121171327029
0,5,5000.0,0.03421941443703
0,5,6000.0,0.11740990927933
0,5,7000.0,0.09672058096612
0,5,8000.0,0.086076147120107
0,5,9000.0,0.12774266323785
0,5,10000.0,0.13164235087384
0,5,11000.0,0.10017968884599
0,5,12000.0,0.090418679326001
0,5,13000.0,0.092852625444583
0,5,14000.0,0.10721474596845
0,5,15000.0,-0.54516054397938
0,5,16000.0,-0.55438246100306
0,5,17000.0,-0.62581490713489
0,5,18000.0,-0.56363686241622
0,5,19000.0,-0.53580990750448
0,5,20000.0,-0.54719491687046
0,5,21000.0,-0.58114489165606
0,5,22000.0,0.37396219136436
0,5,23000.0,0.11031877910049
0,5,24000.0,0.1260880657869
0,5,25000.0,0.12888860094268
0,5,26000.0,0.37883335863224
0,5,27000.0,0.36624207679042
0,5,28000.0,0.40725971520687
0,5,29000.0,0.39576346864908
0,5,30000.0,0.42390512616355
0,5,31000.0,0.41686069282953
0,5,32000.0,0.35897629027595
0,5,33000.0,0.4096325323754
0,5,34000.0,0.41788073066481
0,5,35000.0,0.39359256135595
0,5,36000.0,0.41055331109068
0,5,37000.0,0.38059333088762
0,5,38000.0,0.37842131739883
0,5,39000.0,0.41411554479637
0,5,40000.0,0.41686858581059
0,5,41000.0,0.36173706389643
0,5,42000.0,0.37321991015595
0,5,43000.0,0.41347260984841
0,5,44000.0,0.41428537593268
0,5,45000.0,0.36023968283425
0,5,46000.0,0.41266447996811
0,5,47000.0,0.37091119548904
0,5,48000.0,0.40047000537975
0,5,49000.0,0.41219150269282
0,5,50000.0,0.40583969369046
0,6,5000.0,0.091574934912742
0,6,6000.0,0.092843442962879
0,6,7000.0,0.073405570201476
0,6,8000.0,0.10780416340693
0,6,9000.0,0.11107494941612
0,6,10000.0,0.12223163234392
0,6,11000.0,-0.090663932812121
0,6,12000.0,0.05728165733409
0,6,13000.0,0.10427116863119
0,6,14000.0,0.10905423683042
0,6,15000.0,-0.58205883046411
0,6,16000.0,-0.57185570384129
0,6,17000.0,-0.62701750614898
0,6,18000.0,-0.56159497459769
0,6,19000.0,-0.55027448914667
0,6,20000.0,-0.64532199829297
0,6,21000.0,-0.36059468843975
0,6,22000.0,0.078571530458403
0,6,23000.0,-0.089777136994633
0,6,24000.0,0.10509414261199
0,6,25000.0,0.23333501362551
0,6,26000.0,0.094249127586781
0,6,27000.0,0.33960736747234
0,6,28000.0,-0.093089840211292
0,6,29000.0,0.084695649017436
0,6,30000.0,-0.068674414480151
0,6,31000.0,0.25361234804772
0,6,32000.0,0.1747110668939
0,6,33000.0,0.11512547185254
