t,mean,sd_across_runs,n_runs_used,ci95_low,ci95_high
5000.0,-0.03675431339698261,0.054325546818887474,5,-0.10420838906472833,0.030699762270763112
6000.0,-0.025225484245408786,0.05981172898818432,5,-0.09949155480035785,0.04904058630954028
7000.0,-0.06985548708667685,0.04722512277981638,5,-0.12849322185312742,-0.01121775232022628
8000.0,-0.021681063878781777,0.06192271286254227,5,-0.09856826711130981,0.05520613935374626
9000.0,-0.013012706638014454,0.0780221394650768,5,-0.10988998827463359,0.08386457499860467
10000.0,-0.04475266019292418,0.056288992302217324,5,-0.11464467542975637,0.02513935504390801
11000.0,-0.0480846526505916,0.05218532947656338,5,-0.11288129749604216,0.016711992194858957
12000.0,0.06750631323454911,0.028403475286302663,5,0.03223874054767668,0.10277388592142156
13000.0,0.12981380227462289,0.03587815052130748,5,0.08526519445017969,0.17436241009906608
14000.0,0.09641236324215197,0.02939901293079854,5,0.059908667303252415,0.1329160591810515
15000.0,0.12840283528936497,0.05587268712378099,5,0.05902773120486296,0.19777793937386698
16000.0,0.15203509254962327,0.03739068883089718,5,0.10560842036025855,0.198461764738988
17000.0,0.12393735398608445,0.03981703196387224,5,0.07449797888121568,0.17337672909095322
18000.0,0.16332600404438324,0.020725098404607598,5,0.13759239549615168,0.1890596125926148
19000.0,0.1792588706452134,0.03208534211871579,5,0.13941965646635304,0.21909808482407375
20000.0,0.1960544560576716,0.01613880688843632,5,0.17601548057033728,0.21609343154500593
21000.0,0.188300456358713,0.013344231656154278,5,0.17173140432757522,0.2048695083898508
22000.0,0.17031267306960474,0.018765545172665966,5,0.1470121712220389,0.19361317491717056
23000.0,0.1906170648735186,0.03246957247505254,5,0.15030076569417788,0.2309333640528593
24000.0,0.23203978726136715,0.029927381987536097,5,0.19488003448695168,0.2691995400357826
25000.0,0.21856210845005314,0.0339352606160531,5,0.17642591707343785,0.2606982998266684
26000.0,0.19015627312851946,0.04321200915031924,5,0.13650147707651633,0.2438110691805226
27000.0,0.1654885565621737,0.02210495713912821,5,0.13804162710068088,0.19293548602366653
28000.0,0.2177630099655517,0.05208103353877966,5,0.15309586563120609,0.2824301542998973
29000.0,0.2168929451854012,0.05111053182899416,5,0.15343083788429146,0.28035505248651094
30000.0,0.21313632914009176,0.04520574729149176,5,0.157005980216349,0.26926667806383453
31000.0,0.24231380477005623,0.04353869241350363,5,0.18825337787134133,0.29637423166877114
32000.0,0.19581391436903592,0.0452917407409973,5,0.1395767904749608,0.25205103826311104
33000.0,0.19548308946169501,0.08436150847340022,5,0.09073444155611196,0.30023173736727804
34000.0,0.17439287805668222,0.10489006199975319,5,0.0441546643022277,0.30463109181113673
35000.0,0.16507262133897954,0.08053016863316535,5,0.06508121017789992,0.26506403250005917
36000.0,0.14955460132311355,0.06235356825303503,5,0.07213242046377863,0.22697678218244846
37000.0,0.10935048695467735,0.0659056386029012,5,0.027517828222826543,0.19118314568652817
38000.0,0.12094136462943901,0.083842679423267,5,0.01683692807662865,0.22504580118224937
39000.0,0.1255110235760663,0.08533727012577554,5,0.01955080755590101,0.23147123959623161
40000.0,0.11262363176495856,0.08006149671432011,5,0.013214153652478147,0.21203310987743895
41000.0,0.11540316751896344,0.08631694289423668,5,0.008226527092179331,0.22257980794574755
42000.0,0.21316488616755475,0.06938984156545631,5,0.12700601805466435,0.2993237542804451
43000.0,0.22426054812940896,0.078967327478749,5,0.1262096605646793,0.3223114356941386
44000.0,0.19147168269407744,0.09999675581149337,5,0.06730931106577287,0.315634054322382
45000.0,0.17081153750818995,0.12490082454836905,5,0.015726680320514885,0.325896394695865
46000.0,0.13859579402876449,0.1254000724686598,5,-0.017108961327713723,0.2943005493852427
47000.0,0.09915881712932655,0.11085679586442133,5,-0.03848807525174962,0.2368057095104027
48000.0,0.14572852044441947,0.10485626937846795,5,0.0155322657712198,0.27592477511761915
49000.0,0.10002556528384851,0.094793371049421,5,-0.017675950816588723,0.21772708138428576
50000.0,0.09055506665060967,0.13224148806631353,5,-0.07364442815022487,0.2547545614514442
