run,type,module,name,attrname,attrvalue,vectime,vecvalue
General-0-20251226-16:01:50-128627,runattr,,,configname,General,,
General-0-20251226-16:01:50-128627,runattr,,,datetime,20251226-16:01:50,,
General-0-20251226-16:01:50-128627,runattr,,,datetimef,20251226-160150,,
General-0-20251226-16:01:50-128627,runattr,,,experiment,General,,
General-0-20251226-16:01:50-128627,runattr,,,inifile,omnetpp.ini,,
General-0-20251226-16:01:50-128627,runattr,,,iterationvars,,,
General-0-20251226-16:01:50-128627,runattr,,,iterationvarsd,,,
General-0-20251226-16:01:50-128627,runattr,,,iterationvarsf,,,
General-0-20251226-16:01:50-128627,runattr,,,measurement,,,
General-0-20251226-16:01:50-128627,runattr,,,network,src.AdhocNetwork1,,
General-0-20251226-16:01:50-128627,runattr,,,processid,128627,,
General-0-20251226-16:01:50-128627,runattr,,,repetition,0,,
General-0-20251226-16:01:50-128627,runattr,,,replication,#0,,
General-0-20251226-16:01:50-128627,runattr,,,resultdir,results,,
General-0-20251226-16:01:50-128627,runattr,,,runnumber,0,,
General-0-20251226-16:01:50-128627,runattr,,,seedset,0,,
General-0-20251226-16:01:50-128627,config,,,image-path,../../../inet4.5/images,,
General-0-20251226-16:01:50-128627,config,,,repeat,5,,
General-0-20251226-16:01:50-128627,config,,,network,src.AdhocNetwork1,,
General-0-20251226-16:01:50-128627,config,,,sim-time-limit,50s,,
General-0-20251226-16:01:50-128627,config,,,*.host[*].ipv4.arp.typename,GlobalArp,,
General-0-20251226-16:01:50-128627,config,,,*.host[*].numApps,3,,
General-0-20251226-16:01:50-128627,config,,,*.host[*].app[0].typename,src.cluster.ClusterApp,,
General-0-20251226-16:01:50-128627,config,,,*.host[*].app[0].localPort,4000,,
General-0-20251226-16:01:50-128627,config,,,*.host[*].app[0].destPort,4000,,
General-0-20251226-16:01:50-128627,config,,,*.host[*].app[0].helloInterval,1s,,
General-0-20251226-16:01:50-128627,config,,,*.host[*].app[0].cfInterval,3s,,
