rep,t,mean_rlReward,n_hosts_used
0,5000.0,0.08854886427413716,24
0,6000.0,0.02007129773433573,24
0,7000.0,0.02300937839833567,24
0,8000.0,-0.025625970437845157,24
0,9000.0,-0.16949357535129886,24
0,10000.0,-0.08076352977505324,24
0,11000.0,-0.17808246839257136,24
0,12000.0,0.16941874178857977,24
0,13000.0,0.12794335015874467,24
0,14000.0,0.07561434454734058,24
0,15000.0,0.06900600859935421,24
0,16000.0,0.038547554894349946,24
0,17000.0,0.04921971591103196,24
0,18000.0,0.03563755599658704,24
0,19000.0,0.05569730718208429,24
0,20000.0,-0.013380825305226598,24
0,21000.0,-0.018330443584434124,24
0,22000.0,0.16000423275602618,24
0,23000.0,0.05908110884485584,24
0,24000.0,0.045502691232903965,24
0,25000.0,0.12100435617228877,24
0,26000.0,8.406559586062363e-05,24
0,27000.0,-0.09967400873975425,24
0,28000.0,-0.130791796070063,24
0,29000.0,-0.20611026097966167,24
0,30000.0,-0.21527811036082922,24
0,31000.0,-0.1935015596108973,24
0,32000.0,0.25558290805821676,24
0,33000.0,0.25743410523424387,24
0,34000.0,0.08330725628109396,24
0,35000.0,0.12995223985105217,24
0,36000.0,0.1876233404072141,24
0,37000.0,0.20636287493371383,24
0,38000.0,0.15668317939508242,24
0,39000.0,0.10687523932644981,24
0,40000.0,0.048613363001723836,24
0,41000.0,-0.0038070051292563322,24
0,42000.0,0.16112204189483073,24
0,43000.0,0.26212720805314305,24
0,44000.0,0.22194047645130466,24
0,45000.0,0.2279409254047726,24
0,46000.0,0.14915189105840307,24
0,47000.0,0.12236067003701047,24
0,48000.0,0.10170798529952434,24
0,49000.0,0.07225649333736021,24
0,50000.0,0.10176363735096083,24
1,5000.0,0.051329479952953304,24
1,6000.0,0.033052883771838674,24
1,7000.0,0.056019798039466696,24
1,8000.0,0.01470072948422542,24
1,9000.0,-0.10159347420494362,24
1,10000.0,0.028113667242860834,24
1,11000.0,-0.09017044928053995,24
1,12000.0,0.10352810808407563,24
1,13000.0,0.064154820468936,24
1,14000.0,0.07136041792334744,24
1,15000.0,0.05897485639303779,24
1,16000.0,-0.005205962009089671,24
1,17000.0,-0.05663443679120841,24
1,18000.0,-0.07740304767496195,24
1,19000.0,-0.04776551750438435,24
1,20000.0,-0.07475080108276148,24
1,21000.0,-0.111592821643317,24
1,22000.0,0.15522709979988508,24
1,23000.0,0.06275146278610808,24
1,24000.0,0.06892294202682474,24
1,25000.0,-0.06053550393371982,24
1,26000.0,-0.07121911947570367,24
1,27000.0,-0.15769969532146527,24
1,28000.0,-0.1476906431939832,24
1,29000.0,-0.20742158537859903,24
1,30000.0,-0.23095779982667566,24
1,31000.0,-0.24616702855747416,24
1,32000.0,0.2138432317472568,24
1,33000.0,0.22980488536988197,24
1,34000.0,0.07077247414866934,24
1,35000.0,0.09476849340970393,24
1,36000.0,-0.04459282891239258,24
1,37000.0,-0.09325963198261307,24
1,38000.0,-0.1383458052461846,24
1,39000.0,-0.08498776717579909,24
1,40000.0,-0.10331457641683517,24
1,41000.0,-0.1591762745420772,24
1,42000.0,0.24237217780554188,24
1,43000.0,0.24409605092948147,24
1,44000.0,0.2025997157281513,24
1,45000.0,0.08634488303315128,24
1,46000.0,0.020725711045638046,24
1,47000.0,-0.06434549749070152,24
1,48000.0,-0.029226469308367864,24
1,49000.0,-0.13636201409247792,24
1,50000.0,-0.21040236345630783,24
2,5000.0,0.14976470836192876,24
2,6000.0,0.13680725052459775,24
2,7000.0,-0.025652171691808084,24
2,8000.0,-0.09151450506716892,24
2,9000.0,-0.1301048292799308,24
2,10000.0,-0.15260526277495853,24
2,11000.0,-0.1631032543400035,24
2,12000.0,0.2925196146427676,24
2,13000.0,0.17813867745803544,24
2,14000.0,0.10795637949963656,24
2,15000.0,0.14710667784543838,24
2,16000.0,0.03960755950748821,24
2,17000.0,0.02480117918902575,24
2,18000.0,-0.0474593142948603,24
2,19000.0,-0.0524647069490525,24
2,20000.0,-0.1348472931315556,24
2,21000.0,-0.054497705437499024,24
2,22000.0,0.18925812591722146,24
2,23000.0,0.16086047604787793,24
2,24000.0,0.07763506295568517,24
2,25000.0,-0.0021333213590425857,24
2,26000.0,0.050248795048777974,24
2,27000.0,0.07745877118105554,24
2,28000.0,-0.052603465697860737,24
2,29000.0,-0.030349785566759713,24
2,30000.0,-0.045138058727301124,24
2,31000.0,-0.008487998590501958,24
2,32000.0,0.21632342401327387,24
2,33000.0,0.22373987482674984,24
2,34000.0,0.14839351016707758,24
2,35000.0,0.1895323844398842,24
2,36000.0,0.1054774794636683,24
2,37000.0,0.13058710862280712,24
2,38000.0,0.013425858343262662,24
2,39000.0,0.0940929707143658,24
2,40000.0,0.0695749793754635,24
2,41000.0,-0.10575257789389549,24
2,42000.0,0.27837158413105767,24
2,43000.0,0.16942606608883448,24
2,44000.0,0.1610395182580496,24
2,45000.0,0.11276505835141949,24
2,46000.0,0.009183873006025129,24
2,47000.0,-0.031349987421927454,24
2,48000.0,-0.009452359422754334,24
2,49000.0,-0.0003066298217119165,24
2,50000.0,-0.1954899351829764,24
3,5000.0,0.3022050971032582,24
3,6000.0,0.0496242498250647,24
3,7000.0,-0.01781646313197628,24
3,8000.0,-0.08516387029735167,24
3,9000.0,-0.17446903543147807,24
3,10000.0,-0.2333909625201034,24
3,11000.0,-0.2751165467765283,24
3,12000.0,0.12307727529613777,24
3,13000.0,0.1823721977143938,24
3,14000.0,0.07807504814957558,24
3,15000.0,0.09500159393463058,24
3,16000.0,-0.024633305996109214,24
3,17000.0,-0.04450328167581354,24
3,18000.0,-0.09834964258970104,24
3,19000.0,-0.10170072531773866,24
3,20000.0,-0.0992095048277526,24
3,21000.0,-0.135220577732731,24
3,22000.0,0.11744870034872833,24
3,23000.0,0.05792200247109047,24
3,24000.0,-0.0008207968044520418,24
3,25000.0,-0.054508761927972244,24
3,26000.0,-0.07174126974148587,24
3,27000.0,-0.20923636011020866,24
3,28000.0,-0.26836098313880824,24
3,29000.0,-0.26254692318888495,24
3,30000.0,-0.3123020159074681,24
3,31000.0,-0.209647064654217,24
3,32000.0,0.16646107513375488,24
3,33000.0,0.08673891676833624,24
3,34000.0,0.036714481328859676,24
3,35000.0,0.12034687909452184,24
3,36000.0,0.006212096588965038,24
3,37000.0,-0.01746176868480258,24
3,38000.0,-0.07944916085499816,24
3,39000.0,-0.03452646245708791,24
